caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,vetoes,overriddenVetoes
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass,Default pass unless 2/3 block,9000,60.000,7444,49.627,60.000,0.827,1.000,0.519,0.471,0.429,0.086,0.173,0.000,0.000,0.000,0.489,0.035,0.688,0.701,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1509,10.060,10.133,0.168,0.169,0.561,0.621,0.094,0.214,0.832,0.560,0.271,0.000,0.272,0.618,0.057,0.251,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5056,33.707,60.000,0.562,1.000,0.505,0.482,0.284,0.106,0.438,0.000,0.000,0.500,0.432,0.294,0.389,0.575,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7816,52.107,60.000,0.868,1.000,0.492,0.451,0.428,0.080,0.132,0.000,0.000,0.150,0.503,0.084,0.670,0.638,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6668,44.453,60.000,0.741,1.000,0.497,0.462,0.368,0.089,0.259,0.000,0.000,0.300,0.479,0.165,0.548,0.611,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,3108,20.720,60.000,0.345,1.000,0.528,0.542,0.182,0.155,0.655,0.000,0.000,0.747,0.315,0.436,0.180,0.430,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2129,14.193,60.000,0.237,1.000,0.558,0.595,0.132,0.208,0.763,0.000,0.000,0.888,0.145,0.523,0.088,0.301,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5092,33.947,60.000,0.566,1.000,0.505,0.479,0.286,0.103,0.434,0.000,0.000,0.500,0.430,0.291,0.401,0.585,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5046,33.640,60.000,0.561,1.000,0.505,0.481,0.283,0.104,0.439,0.000,0.000,0.500,0.438,0.305,0.394,0.582,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5044,33.627,60.000,0.560,1.000,0.505,0.486,0.283,0.110,0.440,0.000,0.000,0.500,0.441,0.291,0.372,0.549,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5020,33.467,60.000,0.558,1.000,0.503,0.489,0.280,0.111,0.442,0.000,0.000,0.500,0.450,0.287,0.357,0.531,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,2050,13.667,60.000,0.228,1.000,0.561,0.596,0.128,0.211,0.772,0.000,0.000,0.896,0.124,0.527,0.085,0.300,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2026,13.507,60.000,0.225,1.000,0.562,0.596,0.126,0.217,0.775,0.000,0.000,0.900,0.128,0.533,0.080,0.282,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,2044,13.627,60.000,0.227,1.000,0.563,0.598,0.128,0.212,0.773,0.000,0.000,0.902,0.121,0.538,0.082,0.289,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,1989,13.260,60.000,0.221,1.000,0.563,0.598,0.124,0.221,0.779,0.000,0.000,0.900,0.126,0.541,0.077,0.275,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,2045,13.633,60.000,0.227,1.000,0.560,0.595,0.127,0.215,0.773,0.000,0.000,0.893,0.138,0.541,0.081,0.281,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2053,13.687,60.000,0.228,1.000,0.558,0.592,0.127,0.216,0.772,0.000,0.000,0.886,0.146,0.538,0.080,0.277,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",simple-majority,Unicameral simple majority,9000,60.000,2587,17.247,60.000,0.287,1.000,0.611,0.584,0.176,0.203,0.713,0.000,0.000,0.000,0.000,0.429,0.125,0.346,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",supermajority-60,Unicameral 60 percent passage,9000,60.000,927,6.180,60.000,0.103,1.000,0.683,0.666,0.070,0.323,0.897,0.000,0.000,0.000,0.000,0.716,0.025,0.187,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass,Default pass unless 2/3 block,9000,60.000,7725,51.500,60.000,0.858,1.000,0.541,0.471,0.464,0.095,0.142,0.000,0.000,0.000,0.435,0.021,0.705,0.683,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1932,12.880,12.953,0.215,0.216,0.606,0.611,0.130,0.222,0.785,0.580,0.204,0.000,0.187,0.529,0.071,0.250,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5326,35.507,60.000,0.592,1.000,0.540,0.491,0.319,0.121,0.408,0.000,0.000,0.500,0.347,0.243,0.394,0.545,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7889,52.593,60.000,0.877,1.000,0.519,0.457,0.455,0.090,0.123,0.000,0.000,0.150,0.448,0.071,0.680,0.635,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6798,45.320,60.000,0.755,1.000,0.525,0.467,0.397,0.100,0.245,0.000,0.000,0.300,0.416,0.144,0.557,0.603,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,3587,23.913,60.000,0.399,1.000,0.573,0.542,0.228,0.169,0.601,0.000,0.000,0.745,0.193,0.357,0.204,0.413,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2915,19.433,60.000,0.324,1.000,0.597,0.574,0.193,0.196,0.676,0.000,0.000,0.869,0.062,0.398,0.139,0.345,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5476,36.507,60.000,0.608,1.000,0.538,0.487,0.327,0.116,0.392,0.000,0.000,0.500,0.350,0.228,0.421,0.566,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5414,36.093,60.000,0.602,1.000,0.539,0.489,0.324,0.118,0.398,0.000,0.000,0.500,0.349,0.232,0.411,0.560,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5297,35.313,60.000,0.589,1.000,0.539,0.493,0.317,0.124,0.411,0.000,0.000,0.500,0.350,0.246,0.380,0.527,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5272,35.147,60.000,0.586,1.000,0.540,0.496,0.317,0.126,0.414,0.000,0.000,0.500,0.347,0.239,0.367,0.511,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,2879,19.193,60.000,0.320,1.000,0.599,0.573,0.192,0.198,0.680,0.000,0.000,0.872,0.058,0.405,0.135,0.339,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2864,19.093,60.000,0.318,1.000,0.600,0.574,0.191,0.199,0.682,0.000,0.000,0.878,0.053,0.403,0.135,0.340,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,2848,18.987,60.000,0.316,1.000,0.600,0.575,0.190,0.198,0.684,0.000,0.000,0.881,0.059,0.411,0.136,0.346,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,2879,19.193,60.000,0.320,1.000,0.598,0.574,0.191,0.199,0.680,0.000,0.000,0.877,0.066,0.405,0.135,0.336,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,2903,19.353,60.000,0.323,1.000,0.597,0.573,0.193,0.198,0.677,0.000,0.000,0.866,0.071,0.406,0.133,0.330,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2924,19.493,60.000,0.325,1.000,0.597,0.569,0.194,0.198,0.675,0.000,0.000,0.858,0.078,0.407,0.137,0.335,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,simple-majority,Unicameral simple majority,9000,60.000,2305,15.367,60.000,0.256,1.000,0.596,0.606,0.153,0.209,0.744,0.000,0.000,0.000,0.000,0.473,0.106,0.336,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,supermajority-60,Unicameral 60 percent passage,9000,60.000,682,4.547,60.000,0.076,1.000,0.664,0.691,0.050,0.349,0.924,0.000,0.000,0.000,0.000,0.790,0.016,0.148,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass,Default pass unless 2/3 block,9000,60.000,7577,50.513,60.000,0.842,1.000,0.532,0.480,0.448,0.090,0.158,0.000,0.000,0.000,0.453,0.025,0.696,0.695,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1755,11.700,11.800,0.195,0.197,0.583,0.628,0.114,0.222,0.805,0.560,0.243,0.000,0.222,0.571,0.064,0.244,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5162,34.413,60.000,0.574,1.000,0.524,0.500,0.301,0.113,0.426,0.000,0.000,0.500,0.388,0.277,0.392,0.562,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7876,52.507,60.000,0.875,1.000,0.506,0.461,0.443,0.083,0.125,0.000,0.000,0.150,0.477,0.087,0.682,0.643,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6680,44.533,60.000,0.742,1.000,0.513,0.474,0.381,0.094,0.258,0.000,0.000,0.300,0.445,0.170,0.553,0.613,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,3349,22.327,60.000,0.372,1.000,0.555,0.556,0.207,0.166,0.628,0.000,0.000,0.746,0.240,0.393,0.188,0.412,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2517,16.780,60.000,0.280,1.000,0.581,0.595,0.162,0.204,0.720,0.000,0.000,0.874,0.090,0.470,0.111,0.319,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5256,35.040,60.000,0.584,1.000,0.523,0.495,0.306,0.110,0.416,0.000,0.000,0.500,0.386,0.269,0.408,0.573,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5235,34.900,60.000,0.582,1.000,0.524,0.497,0.305,0.112,0.418,0.000,0.000,0.500,0.388,0.271,0.403,0.568,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5159,34.393,60.000,0.573,1.000,0.524,0.499,0.300,0.115,0.427,0.000,0.000,0.500,0.387,0.279,0.379,0.545,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5102,34.013,60.000,0.567,1.000,0.525,0.505,0.298,0.119,0.433,0.000,0.000,0.499,0.391,0.273,0.364,0.530,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,2443,16.287,60.000,0.271,1.000,0.586,0.596,0.159,0.213,0.729,0.000,0.000,0.882,0.067,0.485,0.105,0.304,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2510,16.733,60.000,0.279,1.000,0.583,0.595,0.163,0.208,0.721,0.000,0.000,0.884,0.072,0.467,0.107,0.304,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,2398,15.987,60.000,0.266,1.000,0.585,0.601,0.156,0.211,0.734,0.000,0.000,0.892,0.067,0.486,0.103,0.309,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,2442,16.280,60.000,0.271,1.000,0.584,0.599,0.159,0.211,0.729,0.000,0.000,0.885,0.079,0.478,0.102,0.298,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,2548,16.987,60.000,0.283,1.000,0.582,0.593,0.165,0.208,0.717,0.000,0.000,0.878,0.075,0.465,0.110,0.308,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2522,16.813,60.000,0.280,1.000,0.582,0.595,0.163,0.207,0.720,0.000,0.000,0.871,0.086,0.468,0.108,0.307,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,simple-majority,Unicameral simple majority,9000,60.000,2117,14.113,60.000,0.235,1.000,0.597,0.567,0.140,0.204,0.765,0.000,0.000,0.000,0.000,0.501,0.101,0.350,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,supermajority-60,Unicameral 60 percent passage,9000,60.000,684,4.560,60.000,0.076,1.000,0.673,0.632,0.051,0.320,0.924,0.000,0.000,0.000,0.000,0.790,0.017,0.169,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass,Default pass unless 2/3 block,9000,60.000,7508,50.053,60.000,0.834,1.000,0.530,0.458,0.442,0.091,0.166,0.000,0.000,0.000,0.459,0.036,0.698,0.701,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1690,11.267,11.360,0.188,0.189,0.595,0.582,0.112,0.217,0.812,0.581,0.230,0.000,0.211,0.566,0.063,0.253,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5169,34.460,60.000,0.574,1.000,0.518,0.474,0.298,0.113,0.426,0.000,0.000,0.500,0.414,0.277,0.392,0.565,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7854,52.360,60.000,0.873,1.000,0.503,0.443,0.439,0.085,0.127,0.000,0.000,0.150,0.481,0.082,0.680,0.641,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6688,44.587,60.000,0.743,1.000,0.508,0.452,0.378,0.095,0.257,0.000,0.000,0.300,0.459,0.162,0.558,0.618,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,3320,22.133,60.000,0.369,1.000,0.545,0.522,0.201,0.160,0.631,0.000,0.000,0.746,0.269,0.405,0.190,0.421,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2360,15.733,60.000,0.262,1.000,0.574,0.560,0.150,0.200,0.738,0.000,0.000,0.884,0.124,0.488,0.106,0.328,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5293,35.287,60.000,0.588,1.000,0.518,0.470,0.305,0.107,0.412,0.000,0.000,0.500,0.410,0.268,0.420,0.588,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5174,34.493,60.000,0.575,1.000,0.518,0.471,0.298,0.109,0.425,0.000,0.000,0.500,0.410,0.280,0.402,0.577,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5135,34.233,60.000,0.571,1.000,0.517,0.476,0.295,0.115,0.429,0.000,0.000,0.500,0.412,0.280,0.381,0.552,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5110,34.067,60.000,0.568,1.000,0.517,0.481,0.293,0.119,0.432,0.000,0.000,0.500,0.422,0.268,0.365,0.530,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,2357,15.713,60.000,0.262,1.000,0.577,0.562,0.151,0.206,0.738,0.000,0.000,0.885,0.119,0.493,0.099,0.306,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2387,15.913,60.000,0.265,1.000,0.578,0.558,0.153,0.202,0.735,0.000,0.000,0.891,0.103,0.484,0.103,0.316,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,2342,15.613,60.000,0.260,1.000,0.578,0.559,0.150,0.208,0.740,0.000,0.000,0.894,0.108,0.496,0.098,0.302,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,2376,15.840,60.000,0.264,1.000,0.577,0.560,0.152,0.201,0.736,0.000,0.000,0.891,0.110,0.480,0.102,0.313,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,2399,15.993,60.000,0.267,1.000,0.576,0.560,0.153,0.203,0.733,0.000,0.000,0.880,0.123,0.482,0.102,0.309,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2388,15.920,60.000,0.265,1.000,0.572,0.556,0.152,0.201,0.735,0.000,0.000,0.874,0.133,0.489,0.101,0.310,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,simple-majority,Unicameral simple majority,9000,60.000,1921,12.807,60.000,0.213,1.000,0.578,0.590,0.123,0.215,0.787,0.000,0.000,0.000,0.000,0.583,0.078,0.294,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,supermajority-60,Unicameral 60 percent passage,9000,60.000,384,2.560,60.000,0.043,1.000,0.642,0.679,0.027,0.342,0.957,0.000,0.000,0.000,0.000,0.886,0.008,0.138,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass,Default pass unless 2/3 block,9000,60.000,7790,51.933,60.000,0.866,1.000,0.527,0.459,0.456,0.090,0.134,0.000,0.000,0.000,0.458,0.043,0.699,0.676,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1649,10.993,11.053,0.183,0.184,0.567,0.606,0.104,0.214,0.817,0.565,0.251,0.000,0.249,0.602,0.058,0.239,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5048,33.653,60.000,0.561,1.000,0.519,0.476,0.291,0.115,0.439,0.000,0.000,0.500,0.394,0.325,0.366,0.536,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7813,52.087,60.000,0.868,1.000,0.510,0.449,0.442,0.086,0.132,0.000,0.000,0.150,0.465,0.093,0.660,0.623,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6617,44.113,60.000,0.735,1.000,0.513,0.459,0.377,0.095,0.265,0.000,0.000,0.300,0.447,0.180,0.534,0.596,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,3121,20.807,60.000,0.347,1.000,0.540,0.531,0.187,0.165,0.653,0.000,0.000,0.742,0.265,0.474,0.160,0.378,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2324,15.493,60.000,0.258,1.000,0.560,0.569,0.145,0.204,0.742,0.000,0.000,0.872,0.120,0.552,0.093,0.289,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5138,34.253,60.000,0.571,1.000,0.522,0.472,0.298,0.111,0.429,0.000,0.000,0.500,0.396,0.318,0.391,0.560,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5076,33.840,60.000,0.564,1.000,0.521,0.474,0.294,0.112,0.436,0.000,0.000,0.500,0.391,0.326,0.378,0.550,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5057,33.713,60.000,0.562,1.000,0.519,0.480,0.292,0.117,0.438,0.000,0.000,0.500,0.400,0.318,0.359,0.526,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5027,33.513,60.000,0.559,1.000,0.519,0.483,0.290,0.120,0.441,0.000,0.000,0.499,0.403,0.311,0.342,0.504,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,2121,14.140,60.000,0.236,1.000,0.566,0.575,0.133,0.216,0.764,0.000,0.000,0.882,0.101,0.582,0.079,0.270,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2189,14.593,60.000,0.243,1.000,0.565,0.573,0.137,0.211,0.757,0.000,0.000,0.890,0.085,0.573,0.084,0.279,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,2133,14.220,60.000,0.237,1.000,0.565,0.576,0.134,0.212,0.763,0.000,0.000,0.895,0.101,0.580,0.080,0.274,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,2145,14.300,60.000,0.238,1.000,0.564,0.576,0.134,0.210,0.762,0.000,0.000,0.889,0.100,0.569,0.080,0.273,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,2247,14.980,60.000,0.250,1.000,0.562,0.569,0.140,0.208,0.750,0.000,0.000,0.879,0.113,0.558,0.088,0.284,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2263,15.087,60.000,0.251,1.000,0.563,0.569,0.142,0.210,0.749,0.000,0.000,0.872,0.108,0.558,0.087,0.275,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,simple-majority,Unicameral simple majority,9000,60.000,2207,14.713,60.000,0.245,1.000,0.598,0.592,0.147,0.209,0.755,0.000,0.000,0.000,0.000,0.486,0.099,0.323,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,supermajority-60,Unicameral 60 percent passage,9000,60.000,705,4.700,60.000,0.078,1.000,0.667,0.667,0.052,0.337,0.922,0.000,0.000,0.000,0.000,0.775,0.017,0.165,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass,Default pass unless 2/3 block,9000,60.000,7563,50.420,60.000,0.840,1.000,0.532,0.468,0.447,0.090,0.160,0.000,0.000,0.000,0.454,0.027,0.702,0.699,0,0
