packet_rank,packet_fingerprint,review_priority,packet_review_status,direction_signal_summary,rows_represented,source_row_fingerprints,queue_review_ranks,bill_id,public_law_number,policy_area,client_name,registrant_name,activity_issue,text_review_status,manual_review_reason,target_review_status,filing_uuids,filing_years,filing_periods,support_text_signals,opposition_text_signals,position_or_activity_text_signals,distinct_context_count,bill_reference_context_samples,disposition_next_step,target_next_step,evidence_layers,missing_links,source_urls,claim_boundary
52,c8cefe110476db6c,medium,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,d68d953c2bdd9c89,81,117-hr-7132,117-223,"Science, Technology, Communications",CTIA,EMPIRE CONSULTING GROUP,Telecommunications,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal,chamber_entity_context_only_no_specific_target_detected,38e2b629-2b79-404f-8767-29731b1f8e1e,2022,2nd Quarter (Apr 1 - June 30),none_detected,none_detected,issues_related_to; related_to,1,"Issues related to infrastructure, spectrum policy, and combatting illegal robocall; HR 8152-the American Data & Privacy Act; the National Defense Authorization Act; HR 7132-the Safe Connections Act of 2022; and the United States Innovation & Competition Act; and issues",Review source text for directional support/opposition only if a future claim would use this packet beyond bill-reference or activity context.,No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/hr/7132; https://lda.gov/api/v1/filings/38e2b629-2b79-404f-8767-29731b1f8e1e/; https://lda.gov/filings/public/filing/38e2b629-2b79-404f-8767-29731b1f8e1e/print/; https://www.congress.gov/bill/117th-congress/hr-bill/7132,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
53,e145a9c1eb08c947,medium,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,85ad641ad336423e,82,117-hr-7776,117-263,Armed Forces and National Security,AECOM,AECOM,Clean Air and Water (quality),exact_bill_text_with_position_or_activity_signal,position_or_activity_signal,chamber_entity_context_only_no_specific_target_detected,e50c94cb-e062-4cf4-b333-074e2452a40c,2022,2nd Quarter (Apr 1 - June 30),none_detected,none_detected,issues_related_to; related_to,1,"...nfrastructure legislation of bipartisan Infrastructure legislation (Infrastructure Investment and Jobs Act - HR 3684). Funding and policy for water resource investments. H.R. 7776, the Water Resources Development Act of 2022 - issues related to the development of permitting documents. S. ___, the Water Resources Development Act of 2022 - issues re...",Review source text for directional support/opposition only if a future claim would use this packet beyond bill-reference or activity context.,No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/hr/7776; https://lda.gov/api/v1/filings/e50c94cb-e062-4cf4-b333-074e2452a40c/; https://lda.gov/filings/public/filing/e50c94cb-e062-4cf4-b333-074e2452a40c/print/; https://www.congress.gov/bill/117th-congress/hr-bill/7776,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
54,4f9fa80b5e011b24,medium,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,75b3f45ed5401b27,83,117-hr-7776,117-263,Armed Forces and National Security,CITY OF SAN FRANCISCO (WATER AND POWER DIVISION),OWEN EVANS INGOLS,Utilities,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal,chamber_entity_context_only_no_specific_target_detected,be59006b-f47f-41e7-9f3e-d38c23f18c06,2022,2nd Quarter (Apr 1 - June 30),none_detected,none_detected,issues_related_to; related_to,1,...ergy and Water Development appropriations bills (HR 8255 and the Senate companion); issues related to implementation of the Infrastructure Investment and Jobs Act (Law); HR 7776 and S. 4136 - Water Resources Development Act of 2022,Review source text for directional support/opposition only if a future claim would use this packet beyond bill-reference or activity context.,No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/hr/7776; https://lda.gov/api/v1/filings/be59006b-f47f-41e7-9f3e-d38c23f18c06/; https://lda.gov/filings/public/filing/be59006b-f47f-41e7-9f3e-d38c23f18c06/print/; https://www.congress.gov/bill/117th-congress/hr-bill/7776,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
55,086c8352a1ae8daa,medium,medium_support_disposition_packet_needs_confirmation,support_text_signal_needs_manual_confirmation,1,a4cd120cef67dae1,84,117-hr-7776,117-263,Armed Forces and National Security,CITY OF WACO,HICKS-RAY ASSOCIATES,Transportation,exact_bill_text_with_explicit_support_signal,support_signal,chamber_entity_context_only_no_specific_target_detected,cdcf177f-ed4d-4b99-98ff-853800a4470f,2022,2nd Quarter (Apr 1 - June 30),in_support_of,none_detected,none_detected,1,"...ter Appropriations Bill and for consideration in the Interior and Environment Appropriations bill. Advocate in support of passage of the Water Resources Development Act, HR 7776.","Confirm whether the support signal applies to the current bill and whether any source text identifies a target, action, roll call, or outcome disposition.",No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/hr/7776; https://lda.gov/api/v1/filings/cdcf177f-ed4d-4b99-98ff-853800a4470f/; https://lda.gov/filings/public/filing/cdcf177f-ed4d-4b99-98ff-853800a4470f/print/; https://www.congress.gov/bill/117th-congress/hr-bill/7776,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
56,89d390e9d48a4f70,medium,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,0f3522ac37f29592,85,117-hr-7776,117-263,Armed Forces and National Security,CONSORTIUM MANAGEMENT GROUP,OWEN EVANS INGOLS,Government Issues,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal,chamber_entity_context_only_no_specific_target_detected,453459f6-ad3d-42ec-9f84-6dcc1c5dd0cd,2022,2nd Quarter (Apr 1 - June 30),none_detected,none_detected,issues_related_to; related_to,1,Issues associated with Other Transaction Authority (OTA) and government contracting; issues related to the Water Resources Development Act of FY 22 (HR 7776 and S. 4136) contracting issues related to the National Defense Authorization Act (HR 7900 and the Senate companion),Review source text for directional support/opposition only if a future claim would use this packet beyond bill-reference or activity context.,No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/hr/7776; https://lda.gov/api/v1/filings/453459f6-ad3d-42ec-9f84-6dcc1c5dd0cd/; https://lda.gov/filings/public/filing/453459f6-ad3d-42ec-9f84-6dcc1c5dd0cd/print/; https://www.congress.gov/bill/117th-congress/hr-bill/7776,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
57,252e3d93c047ad37,medium,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,265e2ebc2d6eb127,86,117-hr-7776,117-263,Armed Forces and National Security,OREGON STATE UNIVERSITY,OREGON STATE UNIVERSITY,Science/Technology,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal,chamber_entity_context_only_no_specific_target_detected,0072f0eb-ae20-4145-8820-3e57c956cbf6,2022,2nd Quarter (Apr 1 - June 30),none_detected,none_detected,related_to,1,"...STEM; gradate student and early career support; and research security. Fully funding the CHIPS Act, including funds for R&D. Water Resources and Development Act of 2022 (HR 7776): water resources research related to wildfire.",Review source text for directional support/opposition only if a future claim would use this packet beyond bill-reference or activity context.,No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/hr/7776; https://lda.gov/api/v1/filings/0072f0eb-ae20-4145-8820-3e57c956cbf6/; https://lda.gov/filings/public/filing/0072f0eb-ae20-4145-8820-3e57c956cbf6/print/; https://www.congress.gov/bill/117th-congress/hr-bill/7776,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
58,9c143fd78a11e649,medium,medium_support_disposition_packet_needs_confirmation,support_text_signal_needs_manual_confirmation,1,c9d2ed108b64c409,87,117-hr-7776,117-263,Armed Forces and National Security,SAN GABRIEL VALLEY WATER ASSOCIATION,HICKS-RICHARDSON ASSOCIATES,Environment/Superfund,exact_bill_text_with_explicit_support_signal,support_signal,chamber_entity_context_only_no_specific_target_detected,c3270bbe-1303-40a5-b2ae-9f79d815ec4a,2022,2nd Quarter (Apr 1 - June 30),supporting,none_detected,none_detected,1,The House version of the Water Resources Development Act which is going through a reauthorization process. The legislation is HR 7776. Supporting continuing rehabilitation of the Whittier Narrows Dam. Worked with Congresswoman Napolitano.,"Confirm whether the support signal applies to the current bill and whether any source text identifies a target, action, roll call, or outcome disposition.",No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/hr/7776; https://lda.gov/api/v1/filings/c3270bbe-1303-40a5-b2ae-9f79d815ec4a/; https://lda.gov/filings/public/filing/c3270bbe-1303-40a5-b2ae-9f79d815ec4a/print/; https://www.congress.gov/bill/117th-congress/hr-bill/7776,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
59,c0da70d4ef109a54,medium,medium_opposition_disposition_packet_needs_confirmation,opposition_text_signal_needs_manual_confirmation,1,a499f8500db12967,88,117-hr-7776,117-263,Armed Forces and National Security,SOUTHERN ENVIRONMENTAL LAW CENTER,SOUTHERN ENVIRONMENTAL LAW CENTER,Government Issues,exact_bill_text_with_explicit_opposition_signal,opposition_signal,chamber_entity_context_only_no_specific_target_detected,1cf8c654-2c85-4aa7-9358-54f842dbed1d,2022,2nd Quarter (Apr 1 - June 30),none_detected,oppose,none_detected,1,"HR 7776, Water Resources Development Act of 2022, opposing provisions that would weaken NEPA.","Confirm whether the opposition signal applies to the current bill and whether any source text identifies a target, action, roll call, or outcome disposition.",No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/hr/7776; https://lda.gov/api/v1/filings/1cf8c654-2c85-4aa7-9358-54f842dbed1d/; https://lda.gov/filings/public/filing/1cf8c654-2c85-4aa7-9358-54f842dbed1d/print/; https://www.congress.gov/bill/117th-congress/hr-bill/7776,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
60,806867d9be261570,medium,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,2,a297b3e846e29a66; b2153cbf9e428bb0,89; 91,117-hr-8404,117-228,"Civil Rights and Liberties, Minority Issues",HERITAGE ACTION FOR AMERICA,HERITAGE ACTION FOR AMERICA,Family issues/Abortion/Adoption,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal,chamber_entity_context_only_no_specific_target_detected,2d40bf5a-3337-41b2-bba2-d6776c389d00; a884c46d-14fa-49bd-8e04-b02ce8ddf80d,2022,3rd Quarter (July 1 - Sep 30); 4th Quarter (Oct 1 - Dec 31),none_detected,none_detected,all_provisions,2,"...Health Protection Act of 2022,"" all provisions. HR 8297 ""Ensuring Access to Abortion Act of 2022,"" all provisions. HR 8373 ""Right to Contraception Act,"" all provisions. HR 8404 ""Respect for Marriage Act,"" all provisions. || HR 8404 ""Respect for Marriage Act,"" all provisions.",Review source text for directional support/opposition only if a future claim would use this packet beyond bill-reference or activity context.,No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/hr/8404; https://lda.gov/api/v1/filings/2d40bf5a-3337-41b2-bba2-d6776c389d00/; https://lda.gov/api/v1/filings/a884c46d-14fa-49bd-8e04-b02ce8ddf80d/; https://lda.gov/filings/public/filing/2d40bf5a-3337-41b2-bba2-d6776c389d00/print/; https://lda.gov/filings/public/filing/a884c46d-14fa-49bd-8e04-b02ce8ddf80d/print/; https://www.congress.gov/bill/117th-congress/hr-bill/8404,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
61,039e59f4cccbe6bd,medium,medium_support_disposition_packet_needs_confirmation,support_text_signal_needs_manual_confirmation,2,93f4e59b37163766; e9713b98995cbf7c,90; 92,117-hr-8404,117-228,"Civil Rights and Liberties, Minority Issues",LOG CABIN REPUBLICANS,LOG CABIN REPUBLICANS,Civil Rights/Civil Liberties,exact_bill_text_with_explicit_support_signal,support_signal,chamber_entity_context_only_no_specific_target_detected,1e73cfa0-a826-49dc-a72a-934a2b6b6ca8; 553bce7b-654b-4fda-ad0e-d519c0232286,2022,3rd Quarter (July 1 - Sep 30); 4th Quarter (Oct 1 - Dec 31),in_support_of,none_detected,none_detected,1,"HR 8404 - The Respect for Marriage Act ; in support of the bill to codify marriage equality and interracial marriage in to law, repealing the Defense of Marriage Act.","Confirm whether the support signal applies to the current bill and whether any source text identifies a target, action, roll call, or outcome disposition.",No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/hr/8404; https://lda.gov/api/v1/filings/1e73cfa0-a826-49dc-a72a-934a2b6b6ca8/; https://lda.gov/api/v1/filings/553bce7b-654b-4fda-ad0e-d519c0232286/; https://lda.gov/filings/public/filing/1e73cfa0-a826-49dc-a72a-934a2b6b6ca8/print/; https://lda.gov/filings/public/filing/553bce7b-654b-4fda-ad0e-d519c0232286/print/; https://www.congress.gov/bill/117th-congress/hr-bill/8404,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
62,0dde474794a859b5,medium,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,2,9135041c0d1c9eca; adc5578c7836f6b8,93; 95,117-hr-8454,117-215,Crime and Law Enforcement,AMERICAN BUS ASSOCIATION,AMERICAN BUS ASSOCIATION,Transportation,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal,chamber_entity_context_only_no_specific_target_detected,5dd7f899-9eda-4ce6-9773-43627e767bcd; f424088e-f609-4b08-b542-7655273c92a7,2022,3rd Quarter (July 1 - Sep 30); 4th Quarter (Oct 1 - Dec 31),none_detected,none_detected,related_to,2,...ng HR 2187 - Truck Parking; HR 5706 - Sexual Assault in Tranpsportation; HR 3110/S 1658 - PUMPING Act; HR 7348 - Drivers Incentive Act; HR 7517/S 4823 - OT for Truckers; HR 8454 - Cannibis Research; S. 4861 - ELDT exemptions); Federal motor carrier regulations and Department of Transportation regulations/laws; legislation/actions related to impl... || ...k Parking; HR 5706 - Sexual Assault in Tranpsportation; HR 3110/S 1658 - PUMP for Nursing Mothers Act; HR 7348 - Drivers Incentive Act; HR 7517/S 4823 - OT for Truckers; HR 8454 - Cannibis Research; S. 4861 - ELDT exemptions); Federal motor carrier regulations and Department of Transportation regulations/laws; legislation/actions related to impl...,Review source text for directional support/opposition only if a future claim would use this packet beyond bill-reference or activity context.,No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/hr/8454; https://lda.gov/api/v1/filings/5dd7f899-9eda-4ce6-9773-43627e767bcd/; https://lda.gov/api/v1/filings/f424088e-f609-4b08-b542-7655273c92a7/; https://lda.gov/filings/public/filing/5dd7f899-9eda-4ce6-9773-43627e767bcd/print/; https://lda.gov/filings/public/filing/f424088e-f609-4b08-b542-7655273c92a7/print/; https://www.congress.gov/bill/117th-congress/hr-bill/8454,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
63,38ef60d57b467a9c,medium,medium_support_disposition_packet_needs_confirmation,support_text_signal_needs_manual_confirmation,1,dd3f4305fd6b3b89,94,117-hr-8454,117-215,Crime and Law Enforcement,EPILEPSY FOUNDATION,EPILEPSY FOUNDATION,Health Issues,exact_bill_text_with_explicit_support_signal,support_signal,chamber_entity_context_only_no_specific_target_detected,b321cbfc-d50e-45af-8c51-1559d61539be,2022,3rd Quarter (July 1 - Sep 30),support_bill_or_legislation; support_passage,none_detected,none_detected,1,"...mechanism; and barring the use of discriminatory quality-adjusted life year (QALY) in prescription drug legislation. -S. 464/H.R. 2163, Safe Step Act, support passage. -HR 8454 Medical Marijuana and Cannabidiol Research Expansion Act, support passage. -Identify and make recommendations on improvements to federal law for access to medical cannab...","Confirm whether the support signal applies to the current bill and whether any source text identifies a target, action, roll call, or outcome disposition.",No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/hr/8454; https://lda.gov/api/v1/filings/b321cbfc-d50e-45af-8c51-1559d61539be/; https://lda.gov/filings/public/filing/b321cbfc-d50e-45af-8c51-1559d61539be/print/; https://www.congress.gov/bill/117th-congress/hr-bill/8454,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
64,e20e31e645f725a8,medium,medium_support_disposition_packet_needs_confirmation,support_text_signal_needs_manual_confirmation,1,181fc921e58a2b80,96,117-s-2089,117-158,Agriculture and Food,AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES,"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",Agriculture,exact_bill_text_with_explicit_support_signal,support_signal,chamber_entity_context_only_no_specific_target_detected,b684bb8c-3d77-47ed-871f-eef19a77975e,2022,2nd Quarter (Apr 1 - June 30),support_for,none_detected,none_detected,1,"HR 8150, S 2089- Keep Kids Fed Act of 2022 HR 5919- Early Childhood Nutrition Improvement Act H Res 980- Expressing support for ... National CACFP Week S 1270- Access to Healthy Food fo...","Confirm whether the support signal applies to the current bill and whether any source text identifies a target, action, roll call, or outcome disposition.",No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/2089; https://lda.gov/api/v1/filings/b684bb8c-3d77-47ed-871f-eef19a77975e/; https://lda.gov/filings/public/filing/b684bb8c-3d77-47ed-871f-eef19a77975e/print/; https://www.congress.gov/bill/117th-congress/s-bill/2089,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
65,4afb881f124eafc9,medium,medium_support_disposition_packet_needs_confirmation,support_text_signal_needs_manual_confirmation,2,31940bca1b46df95; a618958b59ebfa0d,97; 98,117-s-2089,117-158,Agriculture and Food,THE HEALTH FEDERATION OF PHILADELPHIA,"LINCHPIN STRATEGIES, LLC",Family issues/Abortion/Adoption,exact_bill_text_with_explicit_support_signal,support_signal,chamber_entity_context_only_no_specific_target_detected,a8d3217c-3601-4c35-89da-d3028367e54b; d3c40e07-b58e-48b2-a339-1476560aa3f4,2022,2nd Quarter (Apr 1 - June 30); 3rd Quarter (July 1 - Sep 30),support_for,none_detected,none_detected,1,"Funding and support for at-home child care providers (no bill number); Advocacy for child care meal funding in the Keep Kids Fed Act, S. 2089 and HR 8150.","Confirm whether the support signal applies to the current bill and whether any source text identifies a target, action, roll call, or outcome disposition.",No specific target detected in current activity-text packet; keep target claims missing unless source review finds one.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet,manual_disposition_confirmation; lobbying_contact_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/2089; https://lda.gov/api/v1/filings/a8d3217c-3601-4c35-89da-d3028367e54b/; https://lda.gov/api/v1/filings/d3c40e07-b58e-48b2-a339-1476560aa3f4/; https://lda.gov/filings/public/filing/a8d3217c-3601-4c35-89da-d3028367e54b/print/; https://lda.gov/filings/public/filing/d3c40e07-b58e-48b2-a339-1476560aa3f4/print/; https://www.congress.gov/bill/117th-congress/s-bill/2089,"Medium-priority LDA disposition source-review packets only; grouped deterministic activity-text signals are not manual disposition confirmation, lobbying-contact evidence, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
