member_vote_target_rank,roll_call_source_rank,source_review_rank,review_rank,bill_id,public_law_number,policy_area,vote_year,roll_call_number,official_vote_source_url,source_fetch_status,official_congress,official_chamber,official_legis_num,official_vote_result,official_action_date,member_vote_source_position,voter_bioguide_id,voter_name,voter_party,voter_state,voter_vote,same_bill_campaign_target_bioguide_ids,same_bill_campaign_target_candidate_names,same_bill_campaign_target_scope_status,same_bill_campaign_target_match_status,broad_campaign_member_context_status,broad_campaign_candidate_ids,broad_campaign_candidate_names,broad_campaign_transaction_rows,member_vote_target_scope_status,evidence_layers,missing_links,source_urls,source_url,claim_boundary
2273,7,7,7,117-s-3470,117-211,Government Operations and Politics,2022,463,https://clerk.house.gov/evs/2022/roll463.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 3470,Passed,29-Sep-2022,130,F000474,Flood,R,NE,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll463.xml; https://www.congress.gov/bill/117th-congress/s-bill/3470,https://clerk.house.gov/evs/2022/roll463.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
2274,7,7,7,117-s-3470,117-211,Government Operations and Politics,2022,463,https://clerk.house.gov/evs/2022/roll463.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 3470,Passed,29-Sep-2022,131,F000473,Flores,R,TX,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll463.xml; https://www.congress.gov/bill/117th-congress/s-bill/3470,https://clerk.house.gov/evs/2022/roll463.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
2275,7,7,7,117-s-3470,117-211,Government Operations and Politics,2022,463,https://clerk.house.gov/evs/2022/roll463.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 3470,Passed,29-Sep-2022,132,F000454,Foster,D,IL,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll463.xml; https://www.congress.gov/bill/117th-congress/s-bill/3470,https://clerk.house.gov/evs/2022/roll463.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
2276,7,7,7,117-s-3470,117-211,Government Operations and Politics,2022,463,https://clerk.house.gov/evs/2022/roll463.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 3470,Passed,29-Sep-2022,133,F000450,Foxx,R,NC,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll463.xml; https://www.congress.gov/bill/117th-congress/s-bill/3470,https://clerk.house.gov/evs/2022/roll463.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
2277,7,7,7,117-s-3470,117-211,Government Operations and Politics,2022,463,https://clerk.house.gov/evs/2022/roll463.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 3470,Passed,29-Sep-2022,134,F000462,"Frankel, Lois",D,FL,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll463.xml; https://www.congress.gov/bill/117th-congress/s-bill/3470,https://clerk.house.gov/evs/2022/roll463.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
2278,7,7,7,117-s-3470,117-211,Government Operations and Politics,2022,463,https://clerk.house.gov/evs/2022/roll463.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 3470,Passed,29-Sep-2022,135,F000472,"Franklin, C. Scott",R,FL,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll463.xml; https://www.congress.gov/bill/117th-congress/s-bill/3470,https://clerk.house.gov/evs/2022/roll463.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
2279,7,7,7,117-s-3470,117-211,Government Operations and Politics,2022,463,https://clerk.house.gov/evs/2022/roll463.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 3470,Passed,29-Sep-2022,136,F000469,Fulcher,R,ID,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll463.xml; https://www.congress.gov/bill/117th-congress/s-bill/3470,https://clerk.house.gov/evs/2022/roll463.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
2280,7,7,7,117-s-3470,117-211,Government Operations and Politics,2022,463,https://clerk.house.gov/evs/2022/roll463.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 3470,Passed,29-Sep-2022,137,G000578,Gaetz,R,FL,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll463.xml; https://www.congress.gov/bill/117th-congress/s-bill/3470,https://clerk.house.gov/evs/2022/roll463.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
2281,7,7,7,117-s-3470,117-211,Government Operations and Politics,2022,463,https://clerk.house.gov/evs/2022/roll463.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 3470,Passed,29-Sep-2022,138,G000579,Gallagher,R,WI,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll463.xml; https://www.congress.gov/bill/117th-congress/s-bill/3470,https://clerk.house.gov/evs/2022/roll463.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
2282,7,7,7,117-s-3470,117-211,Government Operations and Politics,2022,463,https://clerk.house.gov/evs/2022/roll463.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 3470,Passed,29-Sep-2022,139,G000574,Gallego,D,AZ,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll463.xml; https://www.congress.gov/bill/117th-congress/s-bill/3470,https://clerk.house.gov/evs/2022/roll463.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
2283,7,7,7,117-s-3470,117-211,Government Operations and Politics,2022,463,https://clerk.house.gov/evs/2022/roll463.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 3470,Passed,29-Sep-2022,140,G000559,Garamendi,D,CA,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll463.xml; https://www.congress.gov/bill/117th-congress/s-bill/3470,https://clerk.house.gov/evs/2022/roll463.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
2284,7,7,7,117-s-3470,117-211,Government Operations and Politics,2022,463,https://clerk.house.gov/evs/2022/roll463.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 3470,Passed,29-Sep-2022,141,G000597,Garbarino,R,NY,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll463.xml; https://www.congress.gov/bill/117th-congress/s-bill/3470,https://clerk.house.gov/evs/2022/roll463.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
2285,7,7,7,117-s-3470,117-211,Government Operations and Politics,2022,463,https://clerk.house.gov/evs/2022/roll463.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 3470,Passed,29-Sep-2022,142,G000061,Garcia (CA),R,CA,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll463.xml; https://www.congress.gov/bill/117th-congress/s-bill/3470,https://clerk.house.gov/evs/2022/roll463.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
2286,7,7,7,117-s-3470,117-211,Government Operations and Politics,2022,463,https://clerk.house.gov/evs/2022/roll463.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 3470,Passed,29-Sep-2022,143,G000586,Garcia (IL),D,IL,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll463.xml; https://www.congress.gov/bill/117th-congress/s-bill/3470,https://clerk.house.gov/evs/2022/roll463.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
2287,7,7,7,117-s-3470,117-211,Government Operations and Politics,2022,463,https://clerk.house.gov/evs/2022/roll463.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 3470,Passed,29-Sep-2022,144,G000587,Garcia (TX),D,TX,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll463.xml; https://www.congress.gov/bill/117th-congress/s-bill/3470,https://clerk.house.gov/evs/2022/roll463.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
2288,7,7,7,117-s-3470,117-211,Government Operations and Politics,2022,463,https://clerk.house.gov/evs/2022/roll463.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 3470,Passed,29-Sep-2022,145,G000563,Gibbs,R,OH,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll463.xml; https://www.congress.gov/bill/117th-congress/s-bill/3470,https://clerk.house.gov/evs/2022/roll463.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
2289,7,7,7,117-s-3470,117-211,Government Operations and Politics,2022,463,https://clerk.house.gov/evs/2022/roll463.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 3470,Passed,29-Sep-2022,146,G000593,Gimenez,R,FL,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll463.xml; https://www.congress.gov/bill/117th-congress/s-bill/3470,https://clerk.house.gov/evs/2022/roll463.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
2290,7,7,7,117-s-3470,117-211,Government Operations and Politics,2022,463,https://clerk.house.gov/evs/2022/roll463.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 3470,Passed,29-Sep-2022,147,G000552,Gohmert,R,TX,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll463.xml; https://www.congress.gov/bill/117th-congress/s-bill/3470,https://clerk.house.gov/evs/2022/roll463.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
2291,7,7,7,117-s-3470,117-211,Government Operations and Politics,2022,463,https://clerk.house.gov/evs/2022/roll463.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 3470,Passed,29-Sep-2022,148,G000592,Golden,D,ME,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll463.xml; https://www.congress.gov/bill/117th-congress/s-bill/3470,https://clerk.house.gov/evs/2022/roll463.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
2292,7,7,7,117-s-3470,117-211,Government Operations and Politics,2022,463,https://clerk.house.gov/evs/2022/roll463.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,S 3470,Passed,29-Sep-2022,149,G000585,Gomez,D,CA,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll463.xml; https://www.congress.gov/bill/117th-congress/s-bill/3470,https://clerk.house.gov/evs/2022/roll463.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
