public_law_attribution_review_rank,effective_text_review_rank,review_rank,target_review_packet_rank,text_diff_rank,bill_id,public_law_number,enacted_date,target_reference,target_reference_type,normalized_title,normalized_section,codified_lineage_relationship,target_section_diff_review_status,source_reviewed_target_section_diff,law_revision_effective_text_reviewed,pre_edition,post_edition,public_law_source_url,govinfo_package_id,govinfo_text_url,govinfo_details_url,public_law_text_sha256,public_law_text_bytes,pre_olrc_url,post_olrc_url,current_olrc_url,pre_normalized_text_sha256,post_normalized_text_sha256,annual_normalized_text_hash_status,annual_normalized_text_char_delta,annual_public_law_reference_hit_delta,annual_post_public_law_context_count,annual_automated_diff_cue_status,annual_section_change_cue_status,annual_manual_review_priority,current_effective_text_review_status,current_public_law_reference_status,public_law_causal_attribution,public_law_causal_attribution_reviewed,attribution_source_basis,attribution_review_summary,source_review_notes,evidence_layers,missing_links,claim_boundary
39,39,39,46,46,117-s-3373,117-168,2022-08-10,38 USC 1174,direct_us_code_reference,38,1174,added_target_section,reviewed_added_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ168/html/PLAW-117publ168.htm,PLAW-117publ168,https://www.govinfo.gov/content/pkg/PLAW-117publ168/html/PLAW-117publ168.htm,https://www.govinfo.gov/app/details/PLAW-117publ168,9bb80ea65b94c5bcc4ecf16da0a27fe4d1ceced867c47463ffa908804b8fe943,203817,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1174,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1174,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section1174,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,25e5cf7d096cbc32b1b22e2baacba102e34a9984854f75615a32cb9a0c4962b4,pre_post_normalized_text_changed,3736,2,2,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
40,40,40,47,47,117-s-3373,117-168,2022-08-10,38 USC 1175,direct_us_code_reference,38,1175,added_target_section,reviewed_added_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ168/html/PLAW-117publ168.htm,PLAW-117publ168,https://www.govinfo.gov/content/pkg/PLAW-117publ168/html/PLAW-117publ168.htm,https://www.govinfo.gov/app/details/PLAW-117publ168,9bb80ea65b94c5bcc4ecf16da0a27fe4d1ceced867c47463ffa908804b8fe943,203817,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1175,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1175,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section1175,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,37141c0741f36d5c55d1d41043ade9b8664e029018b2ec883cd70587f0654e70,pre_post_normalized_text_changed,1874,1,1,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
41,41,41,48,48,117-s-3373,117-168,2022-08-10,38 USC 1176,direct_us_code_reference,38,1176,added_target_section,reviewed_added_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ168/html/PLAW-117publ168.htm,PLAW-117publ168,https://www.govinfo.gov/content/pkg/PLAW-117publ168/html/PLAW-117publ168.htm,https://www.govinfo.gov/app/details/PLAW-117publ168,9bb80ea65b94c5bcc4ecf16da0a27fe4d1ceced867c47463ffa908804b8fe943,203817,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1176,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1176,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section1176,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,0166f50ef2897924c570f001421362ab33f88f6245d74973f5ff24ab7ed2b4df,pre_post_normalized_text_changed,5927,2,2,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
42,42,42,49,49,117-s-3373,117-168,2022-08-10,38 USC 1710(e)(3)(B),title_code_section_phrase,38,1710,amended_existing_target_section_with_effective_date_note,reviewed_pre_post_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ168/html/PLAW-117publ168.htm,PLAW-117publ168,https://www.govinfo.gov/content/pkg/PLAW-117publ168/html/PLAW-117publ168.htm,https://www.govinfo.gov/app/details/PLAW-117publ168,9bb80ea65b94c5bcc4ecf16da0a27fe4d1ceced867c47463ffa908804b8fe943,203817,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1710,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1710,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section1710,d041751a0bfda28bf4c6e2bd8a419c91d8572fee9eae0b759f422a8be2d35500,3c0b90f0edd51a23e43df074a2d0622b025379cd0ad8c2d1df4eefc65c6f2fd3,pre_post_normalized_text_changed,13091,15,3,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
43,43,43,50,50,117-hr-4346,117-167,2022-08-09,15 USC 4652,direct_us_code_reference,15,4652,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ167/html/PLAW-117publ167.htm,PLAW-117publ167,https://www.govinfo.gov/content/pkg/PLAW-117publ167/html/PLAW-117publ167.htm,https://www.govinfo.gov/app/details/PLAW-117publ167,92fec394ce471eddaf306267366644bd70f27ecc385774b2bf0f5e2c0878db2d,1454448,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section4652,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section4652,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title15-section4652,b6be0972c62b0b4c3a32645e75d92edb45c72be2f33440f337234d7d6caa1ab1,642c0bbdb955ca327e938d33511f7ef3e2b416670334688c3082212741033e94,pre_post_normalized_text_changed,25638,21,3,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
44,44,44,51,51,117-hr-4346,117-167,2022-08-09,15 USC 4651,direct_us_code_reference,15,4651,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ167/html/PLAW-117publ167.htm,PLAW-117publ167,https://www.govinfo.gov/content/pkg/PLAW-117publ167/html/PLAW-117publ167.htm,https://www.govinfo.gov/app/details/PLAW-117publ167,92fec394ce471eddaf306267366644bd70f27ecc385774b2bf0f5e2c0878db2d,1454448,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section4651,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section4651,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title15-section4651,a68a2b06a9acb2c041c11e716b65bbf69c8fd152774409ac468f7c9238460819,5f4c18329a59bbbdc18ac11b0a85ad58fb8ca295a5f23cc9e0e44c65f1907754,pre_post_normalized_text_changed,10064,9,3,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
45,45,45,52,52,117-hr-4346,117-167,2022-08-09,15 USC 4651 note,direct_us_code_reference,15,4651,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ167/html/PLAW-117publ167.htm,PLAW-117publ167,https://www.govinfo.gov/content/pkg/PLAW-117publ167/html/PLAW-117publ167.htm,https://www.govinfo.gov/app/details/PLAW-117publ167,92fec394ce471eddaf306267366644bd70f27ecc385774b2bf0f5e2c0878db2d,1454448,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section4651,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section4651,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title15-section4651,a68a2b06a9acb2c041c11e716b65bbf69c8fd152774409ac468f7c9238460819,5f4c18329a59bbbdc18ac11b0a85ad58fb8ca295a5f23cc9e0e44c65f1907754,pre_post_normalized_text_changed,10064,9,3,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
46,46,46,53,53,117-hr-4346,117-167,2022-08-09,15 USC 4652 note,direct_us_code_reference,15,4652,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ167/html/PLAW-117publ167.htm,PLAW-117publ167,https://www.govinfo.gov/content/pkg/PLAW-117publ167/html/PLAW-117publ167.htm,https://www.govinfo.gov/app/details/PLAW-117publ167,92fec394ce471eddaf306267366644bd70f27ecc385774b2bf0f5e2c0878db2d,1454448,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section4652,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section4652,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title15-section4652,b6be0972c62b0b4c3a32645e75d92edb45c72be2f33440f337234d7d6caa1ab1,642c0bbdb955ca327e938d33511f7ef3e2b416670334688c3082212741033e94,pre_post_normalized_text_changed,25638,21,3,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
47,47,47,55,55,117-hr-4346,117-167,2022-08-09,15 USC 4656,direct_us_code_reference,15,4656,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ167/html/PLAW-117publ167.htm,PLAW-117publ167,https://www.govinfo.gov/content/pkg/PLAW-117publ167/html/PLAW-117publ167.htm,https://www.govinfo.gov/app/details/PLAW-117publ167,92fec394ce471eddaf306267366644bd70f27ecc385774b2bf0f5e2c0878db2d,1454448,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section4656,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section4656,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title15-section4656,ac0452d507099f5bab19e5638f6243f338128c4e33a4eb225197a491a55d5431,8da17cff7bb59d67f448653bff64b0ecf1e456536d43196174fa28b53e264cef,pre_post_normalized_text_changed,3367,9,3,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
48,48,48,56,56,117-hr-4346,117-167,2022-08-09,15 USC 4656(c)(2),direct_us_code_reference,15,4656,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ167/html/PLAW-117publ167.htm,PLAW-117publ167,https://www.govinfo.gov/content/pkg/PLAW-117publ167/html/PLAW-117publ167.htm,https://www.govinfo.gov/app/details/PLAW-117publ167,92fec394ce471eddaf306267366644bd70f27ecc385774b2bf0f5e2c0878db2d,1454448,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section4656,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section4656,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title15-section4656,ac0452d507099f5bab19e5638f6243f338128c4e33a4eb225197a491a55d5431,8da17cff7bb59d67f448653bff64b0ecf1e456536d43196174fa28b53e264cef,pre_post_normalized_text_changed,3367,9,3,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
49,49,49,57,57,117-hr-4346,117-167,2022-08-09,2 USC 905(g)(1)(A),direct_us_code_reference,2,905,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,1,2021,2022,https://www.govinfo.gov/content/pkg/PLAW-117publ167/html/PLAW-117publ167.htm,PLAW-117publ167,https://www.govinfo.gov/content/pkg/PLAW-117publ167/html/PLAW-117publ167.htm,https://www.govinfo.gov/app/details/PLAW-117publ167,92fec394ce471eddaf306267366644bd70f27ecc385774b2bf0f5e2c0878db2d,1454448,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title2-section905,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title2-section905,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title2-section905,75071dd1d3b819167b913b0dea2b0bd4df439854d937a2ac5aabb3aef16f3f95,7edf9fba8bc27506f8391d76c92e6fb0f5e009897b0b7c6e6bdb7fa791f70905,pre_post_normalized_text_changed,2765,5,3,post_only_public_law_marker_on_changed_annual_page,normalized_section_changed_with_post_only_public_law_marker,priority_1_review_post_public_law_context_and_target_section,reviewed_current_effective_text_source_with_public_law_note,current_page_mentions_public_law,reviewed_target_section_diff_attributed_to_queued_public_law,1,source_reviewed_target_section_diff; official_govinfo_public_law_text; official_olrc_annual_pre_post_text_diff; post_only_public_law_marker; official_olrc_current_effective_text_review,"Reviewed target-section diff is attributed to the queued public law because the official public-law text was scanned, annual OLRC target text changed, the post annual page introduced the queued public-law marker, and the current OLRC page retains public-law note evidence.","Attribution is limited to the reviewed target-section diff row. It is not a complete codification history, implementation outcome, direct court review, welfare assessment, or model-validation finding.",statutory_lineage_source_reviewed_target_section_diff; official_govinfo_public_law_text_scan; official_olrc_annual_us_code_text_diff; statutory_lineage_effective_text_source_review; statutory_lineage_public_law_attribution_review,complete_codified_usc_lineage_review; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Target-section public-law attribution review only. Rows confirm that a source-reviewed target-section diff also has official GovInfo public-law source text, changed annual OLRC target text, a post-only public-law marker, and effective-text source review. This artifact does not establish complete codified lineage, exclusive current-section causation outside the reviewed target diff, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
