review_rank,target_review_packet_rank,lineage_adjudication_rank,text_diff_rank,bill_id,public_law_number,enacted_date,target_reference,target_reference_type,normalized_title,normalized_section,pre_edition,post_edition,review_status,source_reviewed_target_section_diff,codified_lineage_relationship,public_law_source_url,pre_olrc_url,post_olrc_url,pre_text_sha256,post_text_sha256,pre_normalized_text_sha256,post_normalized_text_sha256,pre_section_anchor_status,post_section_anchor_status,post_public_law_context_count,public_law_source_summary,pre_olrc_source_summary,post_olrc_source_summary,target_section_diff_summary,public_law_causal_attribution,law_revision_effective_text_reviewed,source_review_notes,evidence_layers,missing_links,claim_boundary
25,32,32,32,117-hr-7776,117-263,2022-12-23,10 USC 9062(j),title_code_section_phrase,10,9062,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ263/html/PLAW-117publ263.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title10-section9062,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title10-section9062,419ecce6ea89be7b8167e16131fcb1602c378e4d453f9663f4b977abec49a743,68ab0b68530a1eede8a74bd9ed7765cb6832dc04c0cbd70eca4ded61a018ba71,6a67ce1e69ec1d4254d555a1fc8748a56b0d196e4b33b77851369545f397ea2d,286312a5ed4cd4ac7a8c9bab1a76e07734628094b39196e64b732f92cb3210ce,section_anchor_found,section_anchor_found,3,"GovInfo Public Law 117-263 division A title I section 142(a) amends 10 U.S.C. 9062(j) by removing effective October 1, 2019 language and substituting 466 for 479 in air-refueling tanker inventory requirements.","The 2021 OLRC section 9062(j) text includes effective October 1, 2019 language and a 479-aircraft tanker inventory threshold.","The 2022 OLRC section 9062(j) text removes that effective-date phrase, uses a 466-aircraft threshold, and includes Pub. L. 117-263 amendment-note context.",Reviewed official sources show changed target-section text between annual editions for section 9062(j).,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed pre/post target-section diff for the bounded pilot; related section 9062(i) and 9062(k) changes are outside this target-reference disposition.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
26,33,33,33,117-hr-6604,117-297,2022-12-27,38 USC 101 note,direct_us_code_reference,38,101,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ297/html/PLAW-117publ297.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section101,1971dc2f0b2d00c0a4abb5b4a86301d7aa7551b6f49f66cfd6c2a7c15dd783f2,2ee9fa2de090a15ceeedc4bb02f9b89d7ef31c2f7c159174a87c5e6c9e8be730,d1a50ec444e2ff7786ac1f76ed83b62c1c6fc0691d805c023289a4daec8ddf60,c461038f546f0c6e1923ece7540de92d84118ac06c8757f016e56776700876d9,section_anchor_found,section_anchor_found,1,GovInfo Public Law 117-297 section 1 supplies the VETS Credit Act short title and notes that the Act amends 38 U.S.C. 3319 and 3699.,The 2021 OLRC section 101 note context lacks the Pub. L. 117-297 short-title marker.,The 2022 OLRC section 101 note context includes a Pub. L. 117-297 section 1 short-title note for the Veterans Eligible to Transfer School (VETS) Credit Act.,Reviewed official sources show changed target-note context between annual editions for the section 101 note packet.,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed pre/post target-note diff for the bounded pilot; not counted as target-section causal attribution or effective-text validation.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
27,34,34,34,117-hr-6604,117-297,2022-12-27,38 USC 3319(e),title_code_section_phrase,38,3319,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ297/html/PLAW-117publ297.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section3319,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section3319,aa639eb540aa8648b522ce8c0703398b54d94f6f153ee459e97635a1331ce356,8baaa65c9324264acd36c238cf4aa48a515abdc1aa54146f53a6d5c7f4e9266a,03567141926bb6c13a91a376183ade3ef4a2bc25671f3b13c031235b683506e9,1d081219f61c463d6f59c9e1194f342375ca99003a90ae08ffc86d1ab3db0e65,section_anchor_found,section_anchor_found,2,"GovInfo Public Law 117-297 section 3 amends 38 U.S.C. 3319(e) by removing paragraph (3), which had required specification of the transfer effective period.",The 2021 OLRC section 3319(e) text includes three designation requirements including specification of the effective period for each dependent.,The 2022 OLRC section 3319(e) text contains two designation requirements and includes Pub. L. 117-297 amendment-note context for striking subsection (e)(3).,Reviewed official sources show changed target-section text between annual editions for section 3319(e).,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed pre/post target-section diff for the bounded pilot; not counted as exclusive public-law causation or effective-text validation.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
28,35,35,35,117-hr-6604,117-297,2022-12-27,38 USC 3699(c)(2)(A),title_code_section_phrase,38,3699,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ297/html/PLAW-117publ297.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section3699,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section3699,1958706ceda0c0e1b86dcef3df61daf73751ea24f36b2b6eb1662bcd5c375666,7c7566500743c235b5060fa315390713c07591c1830d61b8d25c56b8b9ea7a14,b85ae0cf49ed594405ea39d6991f9e086f2911cb82d4207f574fa8dfc0e482ef,40cb5350d86bb0e0579fda6854264aaa72dc4e6d913484ab0ffd203403c96119,section_anchor_found,section_anchor_found,2,GovInfo Public Law 117-297 section 2 amends 38 U.S.C. 3699(c)(2)(A) by designating existing sentences as clauses and adding certification and acknowledgement clauses after clause (i).,The 2021 OLRC section 3699 page lacks Pub. L. 117-297 subsection (c)(2)(A) amendment-note context.,The 2022 OLRC section 3699 page includes Pub. L. 117-297 section 2 amendment-note context for subsection (c)(2)(A) and changed surrounding section text.,Reviewed official sources show changed target-section text and amendment-note context between annual editions for section 3699(c)(2)(A).,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed pre/post target-section diff for the bounded pilot; not counted as exclusive public-law causation or effective-text validation.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
29,36,36,36,117-hr-7132,117-223,2022-12-07,47 USC 345 note,direct_us_code_reference,47,345,2021,2022,reviewed_added_target_section_diff,1,added_target_section_with_effective_date_note,https://www.govinfo.gov/content/pkg/PLAW-117publ223/html/PLAW-117publ223.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title47-section345,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title47-section345,141235d0640b7b3ae1e5e0a8e61cc52c8d78e3a9be7a0f84b5425c5e0436df80,ffa6753a4f2dfc5a50d2316f8cf5d7188ef8caf7fe42166013d01e76a3533b28,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,b798c8c028cee714b62ffc252e97203568815b2f8739636a45d7b2e54d4cc4d6,section_anchor_not_found,section_anchor_found,3,"GovInfo Public Law 117-223 sections 2, 3, 5, 6, and 7 add statutory-note material around 47 U.S.C. 345, including definitions, findings, rulemaking, effective-date, and savings-clause notes.",The 2021 OLRC target page returns Document not Found for section 345 and has no corresponding section 345 note context.,The 2022 OLRC section 345 page exists and includes Pub. L. 117-223 effective-date and savings-clause note context tied to the newly added section 345.,Reviewed official sources show new post-edition section 345 note context where no pre-edition section 345 page was available.,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed added-section/note diff for the bounded pilot; not counted as independent effective-text validation.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
30,37,37,37,117-hr-7132,117-223,2022-12-07,47 USC 345,direct_us_code_reference,47,345,2021,2022,reviewed_added_target_section_diff,1,added_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ223/html/PLAW-117publ223.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title47-section345,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title47-section345,141235d0640b7b3ae1e5e0a8e61cc52c8d78e3a9be7a0f84b5425c5e0436df80,ffa6753a4f2dfc5a50d2316f8cf5d7188ef8caf7fe42166013d01e76a3533b28,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,b798c8c028cee714b62ffc252e97203568815b2f8739636a45d7b2e54d4cc4d6,section_anchor_not_found,section_anchor_found,3,"GovInfo Public Law 117-223 section 4 adds 47 U.S.C. 345 for protection of survivors of domestic violence, human trafficking, and related crimes.",The 2021 OLRC target page returns Document not Found for section 345.,The 2022 OLRC section 345 page exists and contains protection-of-survivors text with a source credit to Pub. L. 117-223 section 4.,Reviewed official sources show a new post-edition target section where no pre-edition section 345 page was available.,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed added-section diff for the bounded pilot; not counted as complete effective-text or implementation evidence.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
31,38,38,38,117-hr-7132,117-223,2022-12-07,47 USC 609 note,direct_us_code_reference,47,609,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ223/html/PLAW-117publ223.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title47-section609,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title47-section609,6710abfdc02b144077d03ca1a016ec96ec7a82b8072bead09b4513a787f606f8,0b5b4899c8997c51edd898d9adc14091fe452cd248f563a308ecd70600b94295,165d9d51e520d0216f31b0586268169651b24297eca8257975a1028f07af8cad,8f42f7917b1fee70813fd5ef2e56623f3d0c6d2207d844173b053189da80a9ac,section_anchor_found,section_anchor_found,1,GovInfo Public Law 117-223 section 1 provides the Safe Connections Act of 2022 short title and notes that the Act enacts 47 U.S.C. 345 and related section 345 notes.,The 2021 OLRC section 609 note context lacks the Pub. L. 117-223 short-title marker.,The 2022 OLRC section 609 note context includes a Short Title of 2022 Amendment entry crediting Pub. L. 117-223 section 1 for the Safe Connections Act of 2022.,Reviewed official sources show changed target-note context between annual editions for the section 609 note packet.,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed pre/post target-note diff for the bounded pilot; not counted as target-section causal attribution or effective-text validation.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
32,39,39,39,117-s-3373,117-168,2022-08-10,38 USC 1710,direct_us_code_reference,38,1710,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ168/html/PLAW-117publ168.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1710,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1710,c758a495a09bcc1b752dcdf84ca37630e95320d3d1d3e28cad9406638739da4d,08dd007c0ecb5a09a87387bc228555a7a905b9e6de6736b51e69c69a8743b300,d041751a0bfda28bf4c6e2bd8a419c91d8572fee9eae0b759f422a8be2d35500,3c0b90f0edd51a23e43df074a2d0622b025379cd0ad8c2d1df4eefc65c6f2fd3,section_anchor_found,section_anchor_found,3,"GovInfo Public Law 117-168 sections 102, 103, 111, and 403 amend 38 U.S.C. 1710 health-care eligibility provisions and related toxic-exposure and covered-service language.","The 2021 OLRC section 1710 text includes pre-PACT eligibility language for veterans exposed to toxic substances, radiation, or other conditions.","The 2022 OLRC section 1710 text includes Pub. L. 117-168 amendment-note context and changed eligibility language for toxic-exposed veterans, added subparagraphs (G) through (I), and revised combat-service timing provisions.",Reviewed official sources show changed target-section text between annual editions for section 1710.,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed pre/post target-section diff for the bounded pilot; not counted as complete statutory-lineage causation or implementation evidence.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
33,40,40,40,117-s-3373,117-168,2022-08-10,38 USC 101 note,direct_us_code_reference,38,101,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ168/html/PLAW-117publ168.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section101,1971dc2f0b2d00c0a4abb5b4a86301d7aa7551b6f49f66cfd6c2a7c15dd783f2,2ee9fa2de090a15ceeedc4bb02f9b89d7ef31c2f7c159174a87c5e6c9e8be730,d1a50ec444e2ff7786ac1f76ed83b62c1c6fc0691d805c023289a4daec8ddf60,c461038f546f0c6e1923ece7540de92d84118ac06c8757f016e56776700876d9,section_anchor_found,section_anchor_found,3,GovInfo Public Law 117-168 section 102(b) amends 38 U.S.C. 101 by adding definitions for toxic exposure and toxic-exposed veteran.,The 2021 OLRC section 101 page lacks the Pub. L. 117-168 toxic-exposure definition paragraphs and amendment-note marker.,"The 2022 OLRC section 101 page includes paragraphs (37) and (38) defining toxic exposure and toxic-exposed veteran, with Pub. L. 117-168 section 102(b) amendment-note context.",Reviewed official sources show changed target-definition text and note context between annual editions for the section 101 packet.,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed pre/post target-definition diff for the bounded pilot; not counted as exclusive public-law causation or effective-text validation.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
34,41,41,41,117-s-3373,117-168,2022-08-10,38 USC 1171,direct_us_code_reference,38,1171,2021,2022,reviewed_added_target_section_diff,1,added_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ168/html/PLAW-117publ168.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1171,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1171,6e6b8671cd59743e5ffdeb852fe185699cfe5a8e98501b0a75efd2ef183aafd3,5c684038d7e0e9d4550e6c9b27fad482f3b660d9d52ebf00e6c9145e712371b6,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,38d966a0823e80adcea4fcdd6e1b437995ef2f36698e4bbf0e7d9f3bc698910a,section_anchor_not_found,section_anchor_found,2,GovInfo Public Law 117-168 section 202(a) adds chapter 11 subchapter VII and 38 U.S.C. 1171 for procedures to determine toxic-exposure presumptions.,The 2021 OLRC target page returns Document not Found for section 1171.,The 2022 OLRC section 1171 page exists and contains procedures and definitions text with a source credit to Pub. L. 117-168 section 202(a).,Reviewed official sources show a new post-edition target section where no pre-edition section 1171 page was available.,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed added-section diff for the bounded pilot; not counted as complete effective-text or implementation evidence.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
35,42,42,42,117-s-3373,117-168,2022-08-10,38 USC 1710 note,direct_us_code_reference,38,1710,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section_with_effective_date_note,https://www.govinfo.gov/content/pkg/PLAW-117publ168/html/PLAW-117publ168.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1710,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1710,c758a495a09bcc1b752dcdf84ca37630e95320d3d1d3e28cad9406638739da4d,08dd007c0ecb5a09a87387bc228555a7a905b9e6de6736b51e69c69a8743b300,d041751a0bfda28bf4c6e2bd8a419c91d8572fee9eae0b759f422a8be2d35500,3c0b90f0edd51a23e43df074a2d0622b025379cd0ad8c2d1df4eefc65c6f2fd3,section_anchor_found,section_anchor_found,3,"GovInfo Public Law 117-168 section 104 adds a 38 U.S.C. 1710 note for assessments of implementation and operation, and section 111(e) adds an effective-date note for the section 111 amendments.",The 2021 OLRC section 1710 page lacks the Pub. L. 117-168 section 104 implementation-assessment note and section 111 effective-date note.,The 2022 OLRC section 1710 page includes Assessments of Implementation and Operation note text crediting Pub. L. 117-168 section 104 and PACT Act amendment-note context.,Reviewed official sources show changed target-note context between annual editions for the section 1710 note packet.,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed pre/post target-note diff for the bounded pilot; not counted as implementation outcome validation or effective-text review.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
36,43,43,43,117-s-3373,117-168,2022-08-10,38 USC 1116,direct_us_code_reference,38,1116,2021,2022,reviewed_pre_post_target_section_diff,1,amended_existing_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ168/html/PLAW-117publ168.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1116,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1116,0c62d4746f089ea8796aade9888f6d0ceed966675b49c16392200d0b4ed4c8b1,5dc4e8aaf95a6dd8fe8a58463aa2d8ea7e71679a6ae883039fe79f295563371e,f7f8ed984250ca7427d7e05a43d079894a5d9443b85e6232358be7da2092cb8e,ccdd434c43c2468fe3343abe611b98c360cbb1cfcd830c1a7b322533dea50113,section_anchor_found,section_anchor_found,3,"GovInfo Public Law 117-168 sections 202(d)(1), 403, and 404 amend 38 U.S.C. 1116 herbicide-agent presumption provisions and related title 38 notes.",The 2021 OLRC section 1116 heading and text refer to veterans who served in the Republic of Vietnam.,"The 2022 OLRC section 1116 heading and text refer to veterans who served in certain locations, include covered-service language, and include Pub. L. 117-168 amendment-note context.",Reviewed official sources show changed target-section text between annual editions for section 1116.,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed pre/post target-section diff for the bounded pilot; not counted as exclusive public-law causation or benefits-outcome validation.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
37,44,44,44,117-s-3373,117-168,2022-08-10,38 USC 1172,direct_us_code_reference,38,1172,2021,2022,reviewed_added_target_section_diff,1,added_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ168/html/PLAW-117publ168.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1172,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1172,f06e354fb2a5b9e976f4bc6bc125d86ddbd21b064cbc99e3f215b94c382ad400,12dfdbed735122a24f6b11f7f39d8035669af5afa441f8ff1310616a9383d094,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,8f1287ae32354a6db173c92d3616417049a6ef6dd279609aa8ac0eb4f036f8b0,section_anchor_not_found,section_anchor_found,1,GovInfo Public Law 117-168 section 202(a) adds 38 U.S.C. 1172 for annual notice and public comment in the toxic-exposure presumption process.,The 2021 OLRC target page returns Document not Found for section 1172.,The 2022 OLRC section 1172 page exists and contains annual notice and opportunity-for-public-comment text with a source credit to Pub. L. 117-168 section 202(a).,Reviewed official sources show a new post-edition target section where no pre-edition section 1172 page was available.,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed added-section diff for the bounded pilot; not counted as complete effective-text or rulemaking-outcome evidence.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
38,45,45,45,117-s-3373,117-168,2022-08-10,38 USC 1173,direct_us_code_reference,38,1173,2021,2022,reviewed_added_target_section_diff,1,added_target_section,https://www.govinfo.gov/content/pkg/PLAW-117publ168/html/PLAW-117publ168.htm,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1173,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1173,3d0b0e673bdea6b4f2b802888b9616317e8734edd927761c9e3ad7f255742ad4,f54311eccb194980e19baf72a5b14b016919d0172d18af82a062655b92e58817,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,23be9137aabb2e3915efbb52464f5bba69bcc32a2833f58f43aad3bb6bd81d06,section_anchor_not_found,section_anchor_found,1,GovInfo Public Law 117-168 section 202(a) adds 38 U.S.C. 1173 for formal evaluation of toxic-exposure presumption recommendations.,The 2021 OLRC target page returns Document not Found for section 1173.,The 2022 OLRC section 1173 page exists and contains formal-evaluation text with a source credit to Pub. L. 117-168 section 202(a).,Reviewed official sources show a new post-edition target section where no pre-edition section 1173 page was available.,not_reviewed_for_exclusive_public_law_causation,0,Counted as a source-reviewed added-section diff for the bounded pilot; not counted as complete effective-text or scientific-evidence validation.,statutory_lineage_target_section_review_packet; statutory_lineage_target_section_diff_review; statutory_lineage_source_reviewed_target_section_diff,public_law_causal_attribution; law_revision_effective_text; complete_codified_usc_lineage_review; implementation_outcomes; court_review; model_validation,"Source-reviewed official OLRC/GovInfo target-section diff disposition only. Rows record whether a bounded target-review packet has reviewed official-source evidence of added or changed target-section text. The artifact does not establish exclusive public-law causal attribution, law-revision effective text, implementation outcomes, court review, welfare, causal effects, or model validation."
