effective_text_review_rank,review_rank,target_review_packet_rank,text_diff_rank,bill_id,public_law_number,enacted_date,target_reference,target_reference_type,normalized_title,normalized_section,codified_lineage_relationship,target_section_diff_review_status,source_reviewed_target_section_diff,pre_edition,post_edition,pre_olrc_url,post_olrc_url,current_olrc_url,current_olrc_scan_status,current_olrc_http_status,current_official_text_sha256,current_official_text_bytes,current_section_heading,current_public_law_reference_hits,current_public_law_reference_status,post_public_law_context_count,pre_normalized_text_sha256,post_normalized_text_sha256,current_effective_text_review_status,law_revision_effective_text_reviewed,effective_text_source_basis,effective_text_review_summary,public_law_causal_attribution,source_review_notes,evidence_layers,missing_links,claim_boundary
26,26,33,33,117-hr-6604,117-297,2022-12-27,38 USC 101 note,direct_us_code_reference,38,101,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section101,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section101,official_olrc_current_section_page_fetched,200,021e1431b30dab6a5d609c7adb87aeb48ac26040f2a191bc0035e77d9420a00b,523176,§101. Definitions For the purposes of this title-,1,current_page_mentions_public_law,1,d1a50ec444e2ff7786ac1f76ed83b62c1c6fc0691d805c023289a4daec8ddf60,c461038f546f0c6e1923ece7540de92d84118ac06c8757f016e56776700876d9,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
27,27,34,34,117-hr-6604,117-297,2022-12-27,38 USC 3319(e),title_code_section_phrase,38,3319,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section3319,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section3319,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section3319,official_olrc_current_section_page_fetched,200,11050cf0a173fc2aa03bedbbe9c995fd70c39ebf9cb18ff90ed0b65945636079,182951,§3319. Authority to transfer unused education benefits to family members,2,current_page_mentions_public_law,2,03567141926bb6c13a91a376183ade3ef4a2bc25671f3b13c031235b683506e9,1d081219f61c463d6f59c9e1194f342375ca99003a90ae08ffc86d1ab3db0e65,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
28,28,35,35,117-hr-6604,117-297,2022-12-27,38 USC 3699(c)(2)(A),title_code_section_phrase,38,3699,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section3699,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section3699,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section3699,official_olrc_current_section_page_fetched,200,a1037cf75160aa5b28af357f3d0f008f198ea0c7ce1623617bce47e45286fe85,171543,§3699. Effects of closure or disapproval of educational institution,2,current_page_mentions_public_law,2,b85ae0cf49ed594405ea39d6991f9e086f2911cb82d4207f574fa8dfc0e482ef,40cb5350d86bb0e0579fda6854264aaa72dc4e6d913484ab0ffd203403c96119,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
29,29,36,36,117-hr-7132,117-223,2022-12-07,47 USC 345 note,direct_us_code_reference,47,345,added_target_section_with_effective_date_note,reviewed_added_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title47-section345,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title47-section345,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title47-section345,official_olrc_current_section_page_fetched,200,c9de5b8911b30ae78a7a7a8d3328543ba34199cfeaec1f9adfab660cb7ef261c,180606,"§345. Protection of survivors of domestic violence, human trafficking, and related crimes",7,current_page_mentions_public_law,3,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,b798c8c028cee714b62ffc252e97203568815b2f8739636a45d7b2e54d4cc4d6,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
30,30,37,37,117-hr-7132,117-223,2022-12-07,47 USC 345,direct_us_code_reference,47,345,added_target_section,reviewed_added_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title47-section345,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title47-section345,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title47-section345,official_olrc_current_section_page_fetched,200,f464aca503ceee69e4f20c548128478d33fec5648ea1d6afcefbbac943117cc0,180686,"§345. Protection of survivors of domestic violence, human trafficking, and related crimes",7,current_page_mentions_public_law,3,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,b798c8c028cee714b62ffc252e97203568815b2f8739636a45d7b2e54d4cc4d6,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
31,31,38,38,117-hr-7132,117-223,2022-12-07,47 USC 609 note,direct_us_code_reference,47,609,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title47-section609,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title47-section609,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title47-section609,official_olrc_current_section_page_fetched,200,307c26db67eac5553dfab41f1bd0b9cfc3c969224817b0bd4fd9dc8f58508ed9,219274,"§609. Short title This chapter may be cited as the ""Communications Act of 1934.""",1,current_page_mentions_public_law,1,165d9d51e520d0216f31b0586268169651b24297eca8257975a1028f07af8cad,8f42f7917b1fee70813fd5ef2e56623f3d0c6d2207d844173b053189da80a9ac,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
32,32,39,39,117-s-3373,117-168,2022-08-10,38 USC 1710,direct_us_code_reference,38,1710,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1710,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1710,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section1710,official_olrc_current_section_page_fetched,200,7775937d1badec4e210af7533483a57207b30a5dfded8756c931f52bffabc126,369828,"§1710. Eligibility for hospital, nursing home, and domiciliary care",15,current_page_mentions_public_law,3,d041751a0bfda28bf4c6e2bd8a419c91d8572fee9eae0b759f422a8be2d35500,3c0b90f0edd51a23e43df074a2d0622b025379cd0ad8c2d1df4eefc65c6f2fd3,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
33,33,40,40,117-s-3373,117-168,2022-08-10,38 USC 101 note,direct_us_code_reference,38,101,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section101,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section101,official_olrc_current_section_page_fetched,200,37eef5f92d1591ef54b0c178c63f2337cfd4bcbbf9332def0cd199bdc3fcaa53,523096,§101. Definitions For the purposes of this title-,14,current_page_mentions_public_law,3,d1a50ec444e2ff7786ac1f76ed83b62c1c6fc0691d805c023289a4daec8ddf60,c461038f546f0c6e1923ece7540de92d84118ac06c8757f016e56776700876d9,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
34,34,41,41,117-s-3373,117-168,2022-08-10,38 USC 1171,direct_us_code_reference,38,1171,added_target_section,reviewed_added_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1171,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1171,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section1171,official_olrc_current_section_page_fetched,200,b3fc9c814b6ab4517ceff92f21eae80be38d52da4637cca0ab8e8c26e0573c6b,149758,§1171. Procedures to determine presumptions of service connection based on toxic exposure; definitions,2,current_page_mentions_public_law,2,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,38d966a0823e80adcea4fcdd6e1b437995ef2f36698e4bbf0e7d9f3bc698910a,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
35,35,42,42,117-s-3373,117-168,2022-08-10,38 USC 1710 note,direct_us_code_reference,38,1710,amended_existing_target_section_with_effective_date_note,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1710,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1710,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section1710,official_olrc_current_section_page_fetched,200,8e7ffa7aeca28430c60270ff6d88cd63b20a7ec7527c1b904f92aeb396479534,369728,"§1710. Eligibility for hospital, nursing home, and domiciliary care",15,current_page_mentions_public_law,3,d041751a0bfda28bf4c6e2bd8a419c91d8572fee9eae0b759f422a8be2d35500,3c0b90f0edd51a23e43df074a2d0622b025379cd0ad8c2d1df4eefc65c6f2fd3,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
36,36,43,43,117-s-3373,117-168,2022-08-10,38 USC 1116,direct_us_code_reference,38,1116,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1116,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1116,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section1116,official_olrc_current_section_page_fetched,200,16f2465c66a62a77bd923d15eae8cb20eb76fa2bd696b12690b41d4c59467e98,242532,§1116. Presumptions of service connection for diseases associated with exposure to certain herbicide agents; presumption of exposure for veterans who served in certain locations,15,current_page_mentions_public_law,3,f7f8ed984250ca7427d7e05a43d079894a5d9443b85e6232358be7da2092cb8e,ccdd434c43c2468fe3343abe611b98c360cbb1cfcd830c1a7b322533dea50113,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
37,37,44,44,117-s-3373,117-168,2022-08-10,38 USC 1172,direct_us_code_reference,38,1172,added_target_section,reviewed_added_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1172,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1172,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section1172,official_olrc_current_section_page_fetched,200,67329ada45583894f4617c5a5ba6344c671e9132c1e9f406249697caba263456,149927,§1172. Annual notice and opportunity for public comment,1,current_page_mentions_public_law,1,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,8f1287ae32354a6db173c92d3616417049a6ef6dd279609aa8ac0eb4f036f8b0,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
38,38,45,45,117-s-3373,117-168,2022-08-10,38 USC 1173,direct_us_code_reference,38,1173,added_target_section,reviewed_added_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1173,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1173,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section1173,official_olrc_current_section_page_fetched,200,4759275c77bed32f45232af7e1ad2cb20b2004b97be4ee7d748e980b0af97785,147213,§1173. Formal evaluation of recommendations,1,current_page_mentions_public_law,1,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,23be9137aabb2e3915efbb52464f5bba69bcc32a2833f58f43aad3bb6bd81d06,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
39,39,46,46,117-s-3373,117-168,2022-08-10,38 USC 1174,direct_us_code_reference,38,1174,added_target_section,reviewed_added_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1174,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1174,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section1174,official_olrc_current_section_page_fetched,200,e88a6d99531037f1238cec6449bc360f1c201d860d4cf5aa0a93e87d43c05328,148358,§1174. Regulations regarding presumptions of service connection based on toxic exposure,2,current_page_mentions_public_law,2,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,25e5cf7d096cbc32b1b22e2baacba102e34a9984854f75615a32cb9a0c4962b4,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
40,40,47,47,117-s-3373,117-168,2022-08-10,38 USC 1175,direct_us_code_reference,38,1175,added_target_section,reviewed_added_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1175,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1175,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section1175,official_olrc_current_section_page_fetched,200,0aaa4ac630ac0f7897bc8a654e2acde032f61c088c47bcbce466b99b9b891f3c,143701,§1175. Authority to modify process; congressional oversight,1,current_page_mentions_public_law,1,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,37141c0741f36d5c55d1d41043ade9b8664e029018b2ec883cd70587f0654e70,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
