review_rank,source_row_fingerprint,review_priority,manual_review_needed,manual_review_reason,bill_id,public_law_number,policy_area,sponsor_bioguide_id,committee_reported,floor_considered,enacted,filing_uuid,filing_year,filing_period,client_name,registrant_name,activity_issue,matched_bill_refs,text_review_status,preliminary_text_disposition,support_text_signal,opposition_text_signal,position_or_activity_text_signal,government_entity_scope,possible_member_or_committee_reference,target_review_status,bill_reference_context,recommended_next_review,evidence_layers,missing_links,source_urls,claim_boundary
280,f82770383c83b0b1,low,no,bill_reference_only_no_disposition_or_target_signal,117-hr-7776,117-263,Armed Forces and National Security,D000191,1,1,1,a59361b1-cb6e-43af-bbf1-5df5705ba8b3,2022,2nd Quarter (Apr 1 - June 30),IOWA CONFLUENCE WATER TRAILS (FORMERLY CENTRAL IOWA WATER TRAILS),"WILLIAMS AND JENSEN, PLLC",Budget/Appropriations,HR 7776,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_senate_and_agency_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"...ear 2023 appropriations, including community project funding. The America the Beautiful conservation initiative. Low head dam inventory provision in WRDA (Section 117 of HR 7776 and Section 127 of S 4136).",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/a59361b1-cb6e-43af-bbf1-5df5705ba8b3/print/; https://lda.gov/api/v1/filings/a59361b1-cb6e-43af-bbf1-5df5705ba8b3/; https://www.congress.gov/bill/117th-congress/hr-bill/7776; https://api.congress.gov/v3/bill/117/hr/7776,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
281,ee710f1223f5b57f,low,no,bill_reference_only_no_disposition_or_target_signal,117-hr-7776,117-263,Armed Forces and National Security,D000191,1,1,1,1f5cbf0b-7da3-49d9-ac21-c2f27f65d2e3,2022,2nd Quarter (Apr 1 - June 30),LAS VEGAS VALLEY WATER DISTRICT,"MARCUS G. FAUST, PC",Natural Resources,H.R. 7776,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,...espect to certain Reclamation facilities in the Colorado River Basin and for other purposes S 2334/ HR 4990 - Large Scale Water Recycling Project Investment Act S. 4193/ H.R. 7776 - Water Resources Development Act of 2022 - Section 595,Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/1f5cbf0b-7da3-49d9-ac21-c2f27f65d2e3/print/; https://lda.gov/api/v1/filings/1f5cbf0b-7da3-49d9-ac21-c2f27f65d2e3/; https://www.congress.gov/bill/117th-congress/hr-bill/7776; https://api.congress.gov/v3/bill/117/hr/7776,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
282,57fdd1262bffd954,low,no,bill_reference_only_no_disposition_or_target_signal,117-hr-7776,117-263,Armed Forces and National Security,D000191,1,1,1,480925b6-1709-49e9-9812-6b8d0f667921,2022,2nd Quarter (Apr 1 - June 30),METROPOLITAN WATER DISTRICT OF SOUTHERN CALIFORNIA,"KADESH & ASSOCIATES, LLC",Budget/Appropriations,HR 7776,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,...authorization and enactment HR 3684 - Infrastructure Investment and Jobs Act - water recycling; lead and leaking pipes HR 5376 - Build Back Better Act - water recycling HR 7776 - Water Resources Development Act of 2022 Community Projects - Water Development,Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/480925b6-1709-49e9-9812-6b8d0f667921/print/; https://lda.gov/api/v1/filings/480925b6-1709-49e9-9812-6b8d0f667921/; https://www.congress.gov/bill/117th-congress/hr-bill/7776; https://api.congress.gov/v3/bill/117/hr/7776,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
283,4e74dca26e82db76,low,no,bill_reference_only_no_disposition_or_target_signal,117-hr-7776,117-263,Armed Forces and National Security,D000191,1,1,1,741655c5-189f-4581-bf28-ac4ae6a2485c,2022,2nd Quarter (Apr 1 - June 30),SOUTHERN NEVADA WATER AUTHORITY,"MARCUS G. FAUST, PC",Natural Resources,H.R. 7776,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"...espect to certain Reclamation facilities in the Colorado River Basin and for other purposes S 2334/ HR 4990 - Large Scale Water Recycling Project Investment Act S. 4193/ H.R. 7776 - Water Resources Development Act of 2022 - Section 595 Implementation of the Infrastructure Investment and Jobs Act - water recycling and infrastructure, Colorado River...",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/741655c5-189f-4581-bf28-ac4ae6a2485c/print/; https://lda.gov/api/v1/filings/741655c5-189f-4581-bf28-ac4ae6a2485c/; https://www.congress.gov/bill/117th-congress/hr-bill/7776; https://api.congress.gov/v3/bill/117/hr/7776,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
284,afe10583c4d3c79c,low,no,bill_reference_only_no_disposition_or_target_signal,117-hr-7776,117-263,Armed Forces and National Security,D000191,1,1,1,e1030133-e999-406b-8869-4edbe8b91b09,2022,2nd Quarter (Apr 1 - June 30),TARRANT REGIONAL WATER DISTRICT,HICKS-RICHARDSON ASSOCIATES,Environment/Superfund,HR 7776,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,no_government_entity_disclosed,not_detected_in_activity_text,no_government_entity_context_or_specific_target_detected,"Federal FY22 Appropriations cycle and Water Resources Development Act 2022 reauthorization, HR 7776.",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/e1030133-e999-406b-8869-4edbe8b91b09/print/; https://lda.gov/api/v1/filings/e1030133-e999-406b-8869-4edbe8b91b09/; https://www.congress.gov/bill/117th-congress/hr-bill/7776; https://api.congress.gov/v3/bill/117/hr/7776,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
285,c0df983154108329,low,no,bill_reference_only_no_disposition_or_target_signal,117-hr-7776,117-263,Armed Forces and National Security,D000191,1,1,1,b8ac4140-e535-467b-9c2e-81c6e040b9ed,2022,2nd Quarter (Apr 1 - June 30),TRUCKEE RIVER FLOOD PROJECT,"MARCUS G. FAUST, PC",Natural Resources,H.R. 7776,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"HR 5243 - Northern Nevada Economic Development, Conservation, and Military Modernization Act (River Restoration parcels) S. 4193/ H.R. 7776 - Water Resources Development Act of 2022",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/b8ac4140-e535-467b-9c2e-81c6e040b9ed/print/; https://lda.gov/api/v1/filings/b8ac4140-e535-467b-9c2e-81c6e040b9ed/; https://www.congress.gov/bill/117th-congress/hr-bill/7776; https://api.congress.gov/v3/bill/117/hr/7776,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
286,a25bcd722ce5c7dd,low,no,bill_reference_only_no_disposition_or_target_signal,117-hr-7776,117-263,Armed Forces and National Security,D000191,1,1,1,87fe2b4d-4604-48d6-8e6c-136a61bbaab5,2022,2nd Quarter (Apr 1 - June 30),VALLEY WATER,"KADESH & ASSOCIATES, LLC",Environment/Superfund,HR 7776,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"Flood control and federal water related issues WIFIA, WIIN and Title XVI funding HR 7776 - Water Resources Development Act of 2022",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/87fe2b4d-4604-48d6-8e6c-136a61bbaab5/print/; https://lda.gov/api/v1/filings/87fe2b4d-4604-48d6-8e6c-136a61bbaab5/; https://www.congress.gov/bill/117th-congress/hr-bill/7776; https://api.congress.gov/v3/bill/117/hr/7776,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
287,00bd2a8a38b6fce4,low,no,bill_reference_only_no_disposition_or_target_signal,117-hr-7776,117-263,Armed Forces and National Security,D000191,1,1,1,0983ee1f-1cec-4a12-b754-8ce979ce0944,2022,2nd Quarter (Apr 1 - June 30),WASHINGTON ASSOCIATION OF WHEAT GROWERS,"TORREY ADVISORY GROUP (FORMERLY MICHAEL TORREY ASSOCIATES, LLC)",Transportation,HR 7776,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,Water Resources Development Act (HR 7776 and S 4136).,Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/0983ee1f-1cec-4a12-b754-8ce979ce0944/print/; https://lda.gov/api/v1/filings/0983ee1f-1cec-4a12-b754-8ce979ce0944/; https://www.congress.gov/bill/117th-congress/hr-bill/7776; https://api.congress.gov/v3/bill/117/hr/7776,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
288,88af701f1107bb18,low,no,bill_reference_only_no_disposition_or_target_signal,117-hr-8404,117-228,"Civil Rights and Liberties, Minority Issues",N000002,1,1,1,f53e09c4-7e27-4d06-b7d9-9e02d00398ff,2022,3rd Quarter (July 1 - Sep 30),NATIONAL EDUCATION ASSOCIATION,NATIONAL EDUCATION ASSOCIATION,Civil Rights/Civil Liberties,HR 8404,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_senate_and_agency_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,HR 7900 - NDAA HR 8404 / S 4556 - Marriage Equality Act HR 8873 - Presidential Election Reform Act S 391 - EAGLES Act of 2021 HR 1808 - Assault Weapons Ban of 2022 HR 5376 - Inflation Reductio...,Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/f53e09c4-7e27-4d06-b7d9-9e02d00398ff/print/; https://lda.gov/api/v1/filings/f53e09c4-7e27-4d06-b7d9-9e02d00398ff/; https://www.congress.gov/bill/117th-congress/hr-bill/8404; https://api.congress.gov/v3/bill/117/hr/8404,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
289,cbc3671ee1da4e07,low,no,bill_reference_only_no_disposition_or_target_signal,117-hr-8404,117-228,"Civil Rights and Liberties, Minority Issues",N000002,1,1,1,8e436459-df07-48a6-8e84-18e6021a2c32,2022,3rd Quarter (July 1 - Sep 30),NATIONAL EDUCATION ASSOCIATION,NATIONAL EDUCATION ASSOCIATION,Civil Rights/Civil Liberties,HR 8404,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_senate_and_agency_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,HR 7900 - NDAA HR 8404 / S 4556 - Marriage Equality Act HR 8873 - Presidential Election Reform Act S 391 - EAGLES Act of 2021 HR 1808 - Assault Weapons Ban of 2022 HR 5376 - Inflation Reductio...,Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/8e436459-df07-48a6-8e84-18e6021a2c32/print/; https://lda.gov/api/v1/filings/8e436459-df07-48a6-8e84-18e6021a2c32/; https://www.congress.gov/bill/117th-congress/hr-bill/8404; https://api.congress.gov/v3/bill/117/hr/8404,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
290,ce808f7b0184dfc0,low,no,bill_reference_only_no_disposition_or_target_signal,117-hr-8404,117-228,"Civil Rights and Liberties, Minority Issues",N000002,1,1,1,c0507bd6-95c3-4396-af60-9baab24748cc,2022,3rd Quarter (July 1 - Sep 30),TECHNOLOGY NETWORK AKA TECHNET,TECHNOLOGY NETWORK AKA TECHNET,Civil Rights/Civil Liberties,HR 8404,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"H.R.5 Equality Act; Systemic Inequality; H.R.4 John R. Lewis Voting Rights Advancement Act of 2021; Voting Rights Reform including Electoral Count Act; HR 8404, Respect for Marriage Act.",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/c0507bd6-95c3-4396-af60-9baab24748cc/print/; https://lda.gov/api/v1/filings/c0507bd6-95c3-4396-af60-9baab24748cc/; https://www.congress.gov/bill/117th-congress/hr-bill/8404; https://api.congress.gov/v3/bill/117/hr/8404,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
291,79187e0d8c45fb6d,low,no,bill_reference_only_no_disposition_or_target_signal,117-hr-8404,117-228,"Civil Rights and Liberties, Minority Issues",N000002,1,1,1,c8798ce4-572a-4223-b4b5-38ee933337a6,2022,3rd Quarter (July 1 - Sep 30),UPS (UNITED PARCEL SERVICE),UPS (UNITED PARCEL SERVICE),Civil Rights/Civil Liberties,HR 8404,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_senate_and_agency_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,HR 5 / S 393 - Equality Act of 2022 HR 8404 / S 4556 - Respect for Marriage Act,Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/c8798ce4-572a-4223-b4b5-38ee933337a6/print/; https://lda.gov/api/v1/filings/c8798ce4-572a-4223-b4b5-38ee933337a6/; https://www.congress.gov/bill/117th-congress/hr-bill/8404; https://api.congress.gov/v3/bill/117/hr/8404,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
292,eed5c20b72d4ed67,low,no,bill_reference_only_no_disposition_or_target_signal,117-hr-8404,117-228,"Civil Rights and Liberties, Minority Issues",N000002,1,1,1,f2cd9a00-649a-4e35-80bc-28be8aac8130,2022,4th Quarter (Oct 1 - Dec 31),TECHNOLOGY NETWORK AKA TECHNET,TECHNOLOGY NETWORK AKA TECHNET,Civil Rights/Civil Liberties,HR 8404,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"H.R.5 Equality Act; Systemic Inequality; Voting Rights Reform; HR 8404, Respect for Marriage Act.",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/f2cd9a00-649a-4e35-80bc-28be8aac8130/print/; https://lda.gov/api/v1/filings/f2cd9a00-649a-4e35-80bc-28be8aac8130/; https://www.congress.gov/bill/117th-congress/hr-bill/8404; https://api.congress.gov/v3/bill/117/hr/8404,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
293,7331a673e0ac7cde,low,no,bill_reference_only_no_disposition_or_target_signal,117-hr-8454,117-215,Crime and Law Enforcement,B000574,0,1,1,d6001dea-63a2-42a0-b4ab-4b7c8101779d,2022,3rd Quarter (July 1 - Sep 30),AMERICAN ACADEMY OF PEDIATRICS,AMERICAN ACADEMY OF PEDIATRICS,Health Issues,H.R. 8454,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_senate_and_agency_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,...t (H.R. 8152) Department of Health and Human Services Office of Adolescent Health Fiscal Year (FY) 2023 Funding Medical Marijuana and Cannabidiol Research Expansion Act (H.R. 8454) Mainstreaming Addiction Treatment Act (H.R. 1384/S. 445) E-Cigarette and Tobacco Product Regulation (FDA) FY 2024 Funding for Adolescent Sexual and Reproductive Health...,Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/d6001dea-63a2-42a0-b4ab-4b7c8101779d/print/; https://lda.gov/api/v1/filings/d6001dea-63a2-42a0-b4ab-4b7c8101779d/; https://www.congress.gov/bill/117th-congress/hr-bill/8454; https://api.congress.gov/v3/bill/117/hr/8454,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
294,b32785a2dda4f1fd,low,no,bill_reference_only_no_disposition_or_target_signal,117-hr-8454,117-215,Crime and Law Enforcement,B000574,0,1,1,dd3fd7cd-a487-4a78-9b22-6f8c101b8c68,2022,3rd Quarter (July 1 - Sep 30),RAPE ABUSE & INCEST NATIONAL NETWORK,"RAPE, ABUSE & INCEST NATIONAL NETWORK",Law Enforcement/Crime/Criminal Justice,H.R. 8454,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_senate_and_agency_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,...89 (Sen. Graham and Blumenthal); H.R. 6544; Rep. Ann Wagner; Rep. Sylvia Garcia Eliminating Abusive and Rampant Neglect of Interactive Technologies (EARN IT) Act of 2020 H.R. 8454 (Rep. Garcia and Wagner); S.3538; Sen. Richard Blumenthal; Sen. Lindsey Graham Kids Online Safety Act; S. 3663; Sen. Richard Blumenthal Kids Online Safety Act; H.R. 5439...,Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/dd3fd7cd-a487-4a78-9b22-6f8c101b8c68/print/; https://lda.gov/api/v1/filings/dd3fd7cd-a487-4a78-9b22-6f8c101b8c68/; https://www.congress.gov/bill/117th-congress/hr-bill/8454; https://api.congress.gov/v3/bill/117/hr/8454,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
295,1e4223d03acd3e2f,low,no,bill_reference_only_no_disposition_or_target_signal,117-hr-8454,117-215,Crime and Law Enforcement,B000574,0,1,1,3850f7d6-42e3-42c2-a1e6-9513b19a132a,2022,4th Quarter (Oct 1 - Dec 31),NATIONAL CANNABIS ROUNDTABLE,"THE LIAISON GROUP, LLC",Government Issues,HR 8454,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"...E's inclusion in year end omni. NCR also supported the PREPARE Act (H.R. 7513) Finally, NCR supported the Medical Marijuana and Cannabidiol Research Act(signed into law)(HR 8454) and the Medical Marijuana Research Act (HR 5657).",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/3850f7d6-42e3-42c2-a1e6-9513b19a132a/print/; https://lda.gov/api/v1/filings/3850f7d6-42e3-42c2-a1e6-9513b19a132a/; https://www.congress.gov/bill/117th-congress/hr-bill/8454; https://api.congress.gov/v3/bill/117/hr/8454,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
296,b83bd02accd2b956,low,no,bill_reference_only_no_disposition_or_target_signal,117-hr-8454,117-215,Crime and Law Enforcement,B000574,0,1,1,34f21c24-2891-4115-a798-0731aa2b848d,2022,4th Quarter (Oct 1 - Dec 31),NATIONAL CANNABIS ROUNDTABLE,"THE LIAISON GROUP, LLC",Government Issues,HR 8454,exact_bill_text_bill_list_or_title_only,bill_reference_without_disposition_signal,none_detected,none_detected,none_detected,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"...E's inclusion in year end omni. NCR also supported the PREPARE Act (H.R. 7513) Finally, NCR supported the Medical Marijuana and Cannabidiol Research Act(signed into law)(HR 8454) and the Medical Marijuana Research Act (HR 5657).",Keep as bill-reference context unless later target/outcome review needs it.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/34f21c24-2891-4115-a798-0731aa2b848d/print/; https://lda.gov/api/v1/filings/34f21c24-2891-4115-a798-0731aa2b848d/; https://www.congress.gov/bill/117th-congress/hr-bill/8454; https://api.congress.gov/v3/bill/117/hr/8454,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
