caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,vetoes,overriddenVetoes
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6699,44.660,60.000,0.744,1.000,0.510,0.460,0.380,0.095,0.256,0.000,0.000,0.300,0.446,0.168,0.554,0.613,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,3273,21.820,60.000,0.364,1.000,0.548,0.533,0.199,0.162,0.636,0.000,0.000,0.747,0.257,0.408,0.188,0.420,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2342,15.613,60.000,0.260,1.000,0.581,0.577,0.151,0.210,0.740,0.000,0.000,0.887,0.094,0.494,0.102,0.309,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5240,34.933,60.000,0.582,1.000,0.521,0.478,0.304,0.112,0.418,0.000,0.000,0.500,0.390,0.267,0.405,0.567,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5227,34.847,60.000,0.581,1.000,0.520,0.479,0.302,0.113,0.419,0.000,0.000,0.500,0.395,0.270,0.400,0.561,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5115,34.100,60.000,0.568,1.000,0.522,0.485,0.297,0.119,0.432,0.000,0.000,0.500,0.396,0.280,0.373,0.536,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5107,34.047,60.000,0.567,1.000,0.521,0.488,0.296,0.121,0.433,0.000,0.000,0.500,0.399,0.275,0.360,0.520,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,2232,14.880,60.000,0.248,1.000,0.583,0.585,0.145,0.215,0.752,0.000,0.000,0.898,0.080,0.499,0.093,0.297,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2254,15.027,60.000,0.250,1.000,0.582,0.580,0.146,0.212,0.750,0.000,0.000,0.901,0.078,0.502,0.095,0.299,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,2233,14.887,60.000,0.248,1.000,0.585,0.580,0.145,0.215,0.752,0.000,0.000,0.904,0.070,0.499,0.094,0.296,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,2260,15.067,60.000,0.251,1.000,0.583,0.583,0.146,0.216,0.749,0.000,0.000,0.899,0.072,0.496,0.093,0.290,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,2279,15.193,60.000,0.253,1.000,0.581,0.579,0.147,0.213,0.747,0.000,0.000,0.894,0.089,0.500,0.094,0.285,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2348,15.653,60.000,0.261,1.000,0.581,0.574,0.151,0.211,0.739,0.000,0.000,0.883,0.087,0.484,0.100,0.299,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",simple-majority,Unicameral simple majority,9000,60.000,1771,11.807,60.000,0.197,1.000,0.579,0.613,0.114,0.213,0.803,0.000,0.000,0.000,0.000,0.549,0.078,0.323,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",supermajority-60,Unicameral 60 percent passage,9000,60.000,451,3.007,60.000,0.050,1.000,0.650,0.697,0.033,0.342,0.950,0.000,0.000,0.000,0.000,0.845,0.010,0.150,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass,Default pass unless 2/3 block,9000,60.000,7444,49.627,60.000,0.827,1.000,0.519,0.471,0.429,0.086,0.173,0.000,0.000,0.000,0.489,0.035,0.688,0.701,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1509,10.060,10.133,0.168,0.169,0.561,0.621,0.094,0.214,0.832,0.560,0.271,0.000,0.272,0.618,0.057,0.251,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5056,33.707,60.000,0.562,1.000,0.505,0.482,0.284,0.106,0.438,0.000,0.000,0.500,0.432,0.294,0.389,0.575,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,1426,9.507,9.573,0.158,0.160,0.566,0.669,0.090,0.254,0.842,0.840,0.000,0.000,0.234,0.612,0.044,0.207,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,9000,60.000,265,1.767,1.767,0.029,0.029,0.625,0.771,0.018,0.398,0.971,0.971,0.000,0.000,0.049,0.907,0.006,0.108,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,9000,60.000,1147,7.647,9.673,0.127,0.161,0.584,0.673,0.074,0.282,0.873,0.839,0.000,0.103,0.095,0.673,0.032,0.183,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7811,52.073,60.000,0.868,1.000,0.493,0.451,0.428,0.080,0.132,0.000,0.000,0.150,0.503,0.084,0.671,0.639,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6611,44.073,60.000,0.735,1.000,0.497,0.461,0.365,0.089,0.265,0.000,0.000,0.300,0.483,0.179,0.546,0.613,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,3064,20.427,60.000,0.340,1.000,0.528,0.542,0.180,0.158,0.660,0.000,0.000,0.746,0.319,0.447,0.174,0.420,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2165,14.433,60.000,0.241,1.000,0.556,0.592,0.134,0.204,0.759,0.000,0.000,0.885,0.155,0.523,0.090,0.304,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5079,33.860,60.000,0.564,1.000,0.505,0.479,0.285,0.102,0.436,0.000,0.000,0.500,0.433,0.294,0.401,0.588,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5087,33.913,60.000,0.565,1.000,0.506,0.482,0.286,0.105,0.435,0.000,0.000,0.500,0.433,0.287,0.395,0.580,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5049,33.660,60.000,0.561,1.000,0.505,0.486,0.283,0.111,0.439,0.000,0.000,0.500,0.441,0.293,0.375,0.553,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5067,33.780,60.000,0.563,1.000,0.504,0.490,0.284,0.112,0.437,0.000,0.000,0.499,0.452,0.274,0.358,0.528,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,2002,13.347,60.000,0.222,1.000,0.563,0.598,0.125,0.220,0.778,0.000,0.000,0.894,0.130,0.540,0.077,0.274,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2019,13.460,60.000,0.224,1.000,0.563,0.598,0.126,0.215,0.776,0.000,0.000,0.901,0.125,0.541,0.081,0.285,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,1980,13.200,60.000,0.220,1.000,0.563,0.598,0.124,0.217,0.780,0.000,0.000,0.904,0.118,0.541,0.078,0.282,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,1930,12.867,60.000,0.214,1.000,0.563,0.602,0.121,0.218,0.786,0.000,0.000,0.905,0.125,0.554,0.076,0.282,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,1998,13.320,60.000,0.222,1.000,0.561,0.597,0.124,0.217,0.778,0.000,0.000,0.895,0.135,0.543,0.076,0.276,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2099,13.993,60.000,0.233,1.000,0.556,0.592,0.130,0.210,0.767,0.000,0.000,0.885,0.149,0.532,0.083,0.285,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",simple-majority,Unicameral simple majority,9000,60.000,2587,17.247,60.000,0.287,1.000,0.611,0.584,0.176,0.203,0.713,0.000,0.000,0.000,0.000,0.429,0.125,0.346,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",supermajority-60,Unicameral 60 percent passage,9000,60.000,927,6.180,60.000,0.103,1.000,0.683,0.666,0.070,0.323,0.897,0.000,0.000,0.000,0.000,0.716,0.025,0.187,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass,Default pass unless 2/3 block,9000,60.000,7725,51.500,60.000,0.858,1.000,0.541,0.471,0.464,0.095,0.142,0.000,0.000,0.000,0.435,0.021,0.705,0.683,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1932,12.880,12.953,0.215,0.216,0.606,0.611,0.130,0.222,0.785,0.580,0.204,0.000,0.187,0.529,0.071,0.250,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5326,35.507,60.000,0.592,1.000,0.540,0.491,0.319,0.121,0.408,0.000,0.000,0.500,0.347,0.243,0.394,0.545,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,2259,15.060,15.133,0.251,0.252,0.599,0.619,0.150,0.235,0.749,0.748,0.000,0.000,0.180,0.508,0.087,0.264,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,9000,60.000,829,5.527,5.533,0.092,0.092,0.652,0.685,0.060,0.361,0.908,0.908,0.000,0.000,0.074,0.773,0.021,0.141,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,9000,60.000,1854,12.360,15.180,0.206,0.253,0.623,0.627,0.128,0.256,0.794,0.747,0.000,0.175,0.035,0.556,0.064,0.244,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7903,52.687,60.000,0.878,1.000,0.519,0.457,0.456,0.090,0.122,0.000,0.000,0.150,0.445,0.067,0.681,0.634,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6797,45.313,60.000,0.755,1.000,0.526,0.467,0.397,0.099,0.245,0.000,0.000,0.300,0.414,0.147,0.558,0.603,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,3550,23.667,60.000,0.394,1.000,0.573,0.543,0.226,0.168,0.606,0.000,0.000,0.746,0.199,0.365,0.201,0.415,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2849,18.993,60.000,0.317,1.000,0.598,0.575,0.189,0.199,0.683,0.000,0.000,0.868,0.072,0.413,0.134,0.341,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5450,36.333,60.000,0.606,1.000,0.538,0.487,0.326,0.117,0.394,0.000,0.000,0.500,0.351,0.228,0.419,0.566,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5417,36.113,60.000,0.602,1.000,0.540,0.489,0.325,0.119,0.398,0.000,0.000,0.500,0.348,0.229,0.409,0.556,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5303,35.353,60.000,0.589,1.000,0.541,0.493,0.319,0.124,0.411,0.000,0.000,0.500,0.348,0.240,0.381,0.530,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5270,35.133,60.000,0.586,1.000,0.540,0.496,0.316,0.126,0.414,0.000,0.000,0.500,0.348,0.243,0.367,0.511,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,2877,19.180,60.000,0.320,1.000,0.598,0.575,0.191,0.199,0.680,0.000,0.000,0.872,0.065,0.405,0.135,0.336,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2871,19.140,60.000,0.319,1.000,0.599,0.576,0.191,0.199,0.681,0.000,0.000,0.876,0.060,0.406,0.133,0.335,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,2864,19.093,60.000,0.318,1.000,0.601,0.573,0.191,0.199,0.682,0.000,0.000,0.879,0.059,0.407,0.136,0.341,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,2868,19.120,60.000,0.319,1.000,0.599,0.573,0.191,0.199,0.681,0.000,0.000,0.876,0.059,0.411,0.135,0.340,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,2925,19.500,60.000,0.325,1.000,0.597,0.568,0.194,0.198,0.675,0.000,0.000,0.867,0.064,0.407,0.136,0.337,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2846,18.973,60.000,0.316,1.000,0.598,0.572,0.189,0.201,0.684,0.000,0.000,0.861,0.072,0.419,0.128,0.323,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,simple-majority,Unicameral simple majority,9000,60.000,2305,15.367,60.000,0.256,1.000,0.596,0.606,0.153,0.209,0.744,0.000,0.000,0.000,0.000,0.473,0.106,0.336,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,supermajority-60,Unicameral 60 percent passage,9000,60.000,682,4.547,60.000,0.076,1.000,0.664,0.691,0.050,0.349,0.924,0.000,0.000,0.000,0.000,0.790,0.016,0.148,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass,Default pass unless 2/3 block,9000,60.000,7577,50.513,60.000,0.842,1.000,0.532,0.480,0.448,0.090,0.158,0.000,0.000,0.000,0.453,0.025,0.696,0.695,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1755,11.700,11.800,0.195,0.197,0.583,0.628,0.114,0.222,0.805,0.560,0.243,0.000,0.222,0.571,0.064,0.244,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5162,34.413,60.000,0.574,1.000,0.524,0.500,0.301,0.113,0.426,0.000,0.000,0.500,0.388,0.277,0.392,0.562,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,2002,13.347,13.393,0.222,0.223,0.583,0.640,0.130,0.238,0.778,0.777,0.000,0.000,0.190,0.544,0.072,0.250,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,9000,60.000,587,3.913,3.913,0.065,0.065,0.637,0.729,0.042,0.373,0.935,0.935,0.000,0.000,0.051,0.825,0.014,0.123,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,9000,60.000,1647,10.980,13.413,0.183,0.224,0.602,0.651,0.110,0.263,0.817,0.776,0.000,0.149,0.039,0.598,0.054,0.226,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7861,52.407,60.000,0.873,1.000,0.508,0.461,0.443,0.084,0.127,0.000,0.000,0.150,0.475,0.087,0.679,0.642,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6705,44.700,60.000,0.745,1.000,0.513,0.474,0.382,0.094,0.255,0.000,0.000,0.300,0.440,0.166,0.554,0.613,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,3300,22.000,60.000,0.367,1.000,0.555,0.557,0.203,0.166,0.633,0.000,0.000,0.746,0.234,0.407,0.188,0.418,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2528,16.853,60.000,0.281,1.000,0.581,0.593,0.163,0.204,0.719,0.000,0.000,0.873,0.088,0.472,0.110,0.311,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5250,35.000,60.000,0.583,1.000,0.524,0.494,0.305,0.109,0.417,0.000,0.000,0.500,0.391,0.269,0.408,0.575,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5221,34.807,60.000,0.580,1.000,0.525,0.496,0.304,0.112,0.420,0.000,0.000,0.500,0.388,0.273,0.403,0.571,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5150,34.333,60.000,0.572,1.000,0.524,0.501,0.300,0.117,0.428,0.000,0.000,0.500,0.390,0.276,0.375,0.538,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5129,34.193,60.000,0.570,1.000,0.524,0.505,0.299,0.116,0.430,0.000,0.000,0.499,0.395,0.271,0.368,0.534,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,2449,16.327,60.000,0.272,1.000,0.584,0.599,0.159,0.211,0.728,0.000,0.000,0.879,0.080,0.477,0.102,0.298,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2525,16.833,60.000,0.281,1.000,0.584,0.594,0.164,0.208,0.719,0.000,0.000,0.885,0.066,0.467,0.110,0.311,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,2468,16.453,60.000,0.274,1.000,0.585,0.598,0.161,0.208,0.726,0.000,0.000,0.889,0.067,0.468,0.107,0.312,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,2443,16.287,60.000,0.271,1.000,0.585,0.597,0.159,0.210,0.729,0.000,0.000,0.885,0.071,0.483,0.104,0.306,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,2447,16.313,60.000,0.272,1.000,0.584,0.595,0.159,0.212,0.728,0.000,0.000,0.883,0.074,0.482,0.104,0.302,0,0
low-lobbying,Low Lobbying Pressure,Lobby pressure is weak.,default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2455,16.367,60.000,0.273,1.000,0.581,0.595,0.158,0.210,0.727,0.000,0.000,0.871,0.092,0.484,0.101,0.295,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,simple-majority,Unicameral simple majority,9000,60.000,2117,14.113,60.000,0.235,1.000,0.597,0.567,0.140,0.204,0.765,0.000,0.000,0.000,0.000,0.501,0.101,0.350,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,supermajority-60,Unicameral 60 percent passage,9000,60.000,684,4.560,60.000,0.076,1.000,0.673,0.632,0.051,0.320,0.924,0.000,0.000,0.000,0.000,0.790,0.017,0.169,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass,Default pass unless 2/3 block,9000,60.000,7508,50.053,60.000,0.834,1.000,0.530,0.458,0.442,0.091,0.166,0.000,0.000,0.000,0.459,0.036,0.698,0.701,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1690,11.267,11.360,0.188,0.189,0.595,0.582,0.112,0.217,0.812,0.581,0.230,0.000,0.211,0.566,0.063,0.253,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5169,34.460,60.000,0.574,1.000,0.518,0.474,0.298,0.113,0.426,0.000,0.000,0.500,0.414,0.277,0.392,0.565,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,1539,10.260,10.433,0.171,0.174,0.575,0.646,0.098,0.259,0.829,0.826,0.000,0.000,0.270,0.595,0.048,0.212,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,9000,60.000,373,2.487,2.500,0.041,0.042,0.624,0.743,0.026,0.386,0.959,0.958,0.000,0.000,0.099,0.871,0.008,0.102,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,9000,60.000,1221,8.140,10.440,0.136,0.174,0.599,0.648,0.081,0.281,0.864,0.826,0.000,0.112,0.110,0.657,0.035,0.192,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7834,52.227,60.000,0.870,1.000,0.503,0.443,0.438,0.085,0.130,0.000,0.000,0.150,0.482,0.086,0.679,0.642,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6707,44.713,60.000,0.745,1.000,0.508,0.453,0.378,0.095,0.255,0.000,0.000,0.300,0.463,0.161,0.560,0.618,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,3271,21.807,60.000,0.363,1.000,0.544,0.523,0.198,0.159,0.637,0.000,0.000,0.745,0.276,0.406,0.189,0.429,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2429,16.193,60.000,0.270,1.000,0.574,0.556,0.155,0.202,0.730,0.000,0.000,0.879,0.134,0.480,0.107,0.320,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5260,35.067,60.000,0.584,1.000,0.517,0.470,0.302,0.107,0.416,0.000,0.000,0.500,0.410,0.267,0.417,0.588,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5201,34.673,60.000,0.578,1.000,0.519,0.471,0.300,0.111,0.422,0.000,0.000,0.500,0.415,0.279,0.405,0.578,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5136,34.240,60.000,0.571,1.000,0.518,0.477,0.296,0.115,0.429,0.000,0.000,0.500,0.413,0.275,0.383,0.554,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5113,34.087,60.000,0.568,1.000,0.517,0.482,0.294,0.118,0.432,0.000,0.000,0.499,0.414,0.274,0.362,0.527,0,0
